title,link,youtube_link
2018 UNIVERSAL PiCTURES – Skyscraper,https://www.superbowl-ads.com/skyscraper-big-game-spot-hd/,https://www.youtube.com/embed/THWBs0_khNs?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 DIET COKE –  Twisted Mango Groove,https://www.superbowl-ads.com/diet-coke-twisted-mango-groove/,
2018 TURKISH AIRLINES – 5 Senses with Dr. Oz,https://www.superbowl-ads.com/5-senses-with-dr-oz-turkish-airlines/,
2018 LUCASFILM – Solo: A Star Wars Story,https://www.superbowl-ads.com/solo-a-star-wars-story-big-game-tv-spot-45/,https://www.youtube.com/embed/9Szts88zY4o?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 HYUNDAI – Hope Detector,https://www.superbowl-ads.com/hope-detector-nfl-super-bowl-lii-hyundai/,https://www.youtube.com/embed/wJJqGh2HLM8?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 TURBOTAX – The Thing Under the Bed,https://www.superbowl-ads.com/turbotax-2018-big-game-commercial-the-thing-under-the-bed-official-30-tv-ad/,
2018 TIDE – It’s a Tide Ad,https://www.superbowl-ads.com/2018-tide-its-a-tide-ad/,
2018 PARAMOUNT PICTURES – Annihilation Evolution,https://www.superbowl-ads.com/annihilation-2018-evolution-paramount-pictures/,https://www.youtube.com/embed/lHG6I6Ec4yA?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 TOYOTA – One Team,https://www.superbowl-ads.com/toyota-2018-big-game-ad-one-team/,
2018 NBC Winter Olympics Super Bowl LII (52) Promo Campaign “Best of U.S.”,https://www.superbowl-ads.com/2018_nbc_winter_olympics_super_bowl_lii/,
2018 WIX.com – Rhett & Link,https://www.superbowl-ads.com/wix-com-official-2018-big-game-ad-with-rhett-link/,https://www.youtube.com/embed/XxvQIaCJ9Xw?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 Coca-Cola Super Bowl Ad “The Wonder of Us”,https://www.superbowl-ads.com/2018-coca-cola-super-bowl-ad-wonder-us/,
2018 Doritos Blaze vs. Mtn Dew Ice,https://www.superbowl-ads.com/2018-doritos-blaze-vs-mtn-dew-ice/,
2018 M&M’S – M&M’S Again,https://www.superbowl-ads.com/mms-mms-again-15/,
2018 TOYOTA – Good Odds,https://www.superbowl-ads.com/good-odds-toyota/,
2018 PEPSI – Generations This is the Pepsi,https://www.superbowl-ads.com/2018_pepsi_this_is_the_pepsi/,https://www.youtube.com/embed/fa7xqkELhNE?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 MICHELOB ULTRA – I Like Beer with Chris Pratt,https://www.superbowl-ads.com/2018-michelob-ultra-super-bowl-like-beer-60-chris-pratt/,https://www.youtube.com/embed/0DwJnzeI2Fg?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 WEATHERTECH – American Factory,https://www.superbowl-ads.com/weathertech-super-bowl-commercial-american-factory/,https://www.youtube.com/embed/jr7W7smqXg4?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 BUD LIGHT – The Bud Knight,https://www.superbowl-ads.com/bud-light-the-bud-knight/,
2018 KIA – Feel Something Again with Steven Tyler,https://www.superbowl-ads.com/2018-kia-stinger-steven-tyler-big-game-ad-feel-something-again/,
2018 SQUARESPACE- Make It with Keanu Reeves,https://www.superbowl-ads.com/super-bowl-2018-commercial-make-it-with-keanu-reeves/,
2018 AVOCADOS FROM MEXICO – #GuacWorld,https://www.superbowl-ads.com/guacworld-60-2018-big-game-commercial-avocados-from-mexico/,
2018 AMAZON – Alexa Loses Her Voice,https://www.superbowl-ads.com/alexa-loses-her-voice-amazon-super-bowl-lii-commercial/,
Persil ProClean Super Bowl Ad “Science of Clean: 10 Dimensions”,https://www.superbowl-ads.com/persil-proclean-super-bowl-ad-science-of-clean-10-dimensions/,https://www.youtube.com/embed/SZeKTIWgUfM?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 PRIME VIDEO – Tom Clancy’s Jack Ryan,https://www.superbowl-ads.com/tom-clancys-jack-ryan-super-bowl-commercial-prime-video/,
2018 YELLOW TAIL – Surprise,https://www.superbowl-ads.com/yellow-tail-surprise-30/,https://www.youtube.com/embed/jVPR_0elCys?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 UNIVERSAL ORLANDO – Peyton Manning: Vacation Quarterback,https://www.superbowl-ads.com/peyton-manning-vacation-quarterback-in-game/,https://www.youtube.com/embed/xcmP4llwNS8?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 M&M’S – Human featuring Danny DeVito,https://www.superbowl-ads.com/mms-super-bowl-commercial-2018-featuring-danny-devito-human-30/,
"2018 DIET COKE – Life is Short, Have a Diet Coke",https://www.superbowl-ads.com/life-is-short-have-a-diet-coke-because-i-can-diet-coke/,
2018 BUDWEISER – Stand By You,https://www.superbowl-ads.com/41891-2/,https://www.youtube.com/embed/GNVw5f16GEM?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 FEBREZE – My Bleep Don’t Stink,https://www.superbowl-ads.com/41882-2/,https://www.youtube.com/embed/_b505lun45Y?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 LEXUS LS 500 – Featuring Marvel’s Black Panther,https://www.superbowl-ads.com/lexus-super-bowl-spot-ls-500-featuring-marvels-black-panther/,https://www.youtube.com/embed/1isIeJy6lTE?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 GROUPON – Who Wouldn’t,https://www.superbowl-ads.com/groupon-2018-super-bowl-commercial-who-wouldnt/,
2018 NATURAL LIGHT – Epic College Stories,https://www.superbowl-ads.com/natural-light-super-bowl-commercial/,https://www.youtube.com/embed/wLPQWvnGgV4?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
2018 BUD LIGHT – Ye Olde Pep Talk,https://www.superbowl-ads.com/bud-light-ye-olde-pep-talk/,
2018 WATER.org STELLA ARTOIS – Taps,https://www.superbowl-ads.com/taps-super-bowl-commercial-water-org-stella-artois/,https://www.youtube.com/embed/Pc-NUcH8VOQ?feature=oembed&autoplay=1&wmode=opaque&rel=0&showinfo=0&iv_load_policy=3&modestbranding=0
