Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-06-19 00:00:00-04:00,41.330501556396484,41.330501556396484,41.330501556396484,41.330501556396484,0,0.0,0.0,0.0
2000-06-20 00:00:00-04:00,43.54171371459961,43.54171371459961,43.54171371459961,43.54171371459961,0,0.0,0.0,0.0
2000-06-21 00:00:00-04:00,44.09967041015625,44.09967041015625,44.09967041015625,44.09967041015625,0,0.0,0.0,0.0
2000-06-22 00:00:00-04:00,41.95045471191406,41.95045471191406,41.95045471191406,41.95045471191406,0,0.0,0.0,0.0
2000-06-23 00:00:00-04:00,38.52006530761719,38.52006530761719,38.52006530761719,38.52006530761719,0,0.0,0.0,0.0
2000-06-26 00:00:00-04:00,38.93334197998047,38.93334197998047,38.93334197998047,38.93334197998047,0,0.0,0.0,0.0
2000-06-27 00:00:00-04:00,38.85066604614258,38.85066604614258,38.85066604614258,38.85066604614258,0,0.0,0.0,0.0
2000-06-28 00:00:00-04:00,40.37993240356445,40.37993240356445,40.37993240356445,40.37993240356445,0,0.0,0.0,0.0
2000-06-29 00:00:00-04:00,39.53261947631836,39.53261947631836,39.53261947631836,39.53261947631836,0,0.0,0.0,0.0
2000-06-30 00:00:00-04:00,40.62791442871094,40.62791442871094,40.62791442871094,40.62791442871094,0,0.0,0.0,0.0
2000-07-03 00:00:00-04:00,41.206512451171875,41.206512451171875,41.206512451171875,41.206512451171875,0,0.0,0.0,0.0
2000-07-05 00:00:00-04:00,39.20201110839844,39.20201110839844,39.20201110839844,39.20201110839844,0,0.0,0.0,0.0
2000-07-06 00:00:00-04:00,40.17326354980469,40.17326354980469,40.17326354980469,40.17326354980469,0,0.0,0.0,0.0
2000-07-07 00:00:00-04:00,39.38800048828125,39.38800048828125,39.38800048828125,39.38800048828125,0,0.0,0.0,0.0
2000-07-10 00:00:00-04:00,38.27207565307617,38.27207565307617,38.27207565307617,38.27207565307617,0,0.0,0.0,0.0
2000-07-11 00:00:00-04:00,36.164222717285156,36.164222717285156,36.164222717285156,36.164222717285156,0,0.0,0.0,0.0
2000-07-12 00:00:00-04:00,41.206512451171875,41.206512451171875,41.206512451171875,41.206512451171875,0,0.0,0.0,0.0
2000-07-13 00:00:00-04:00,46.53813934326172,46.53813934326172,46.53813934326172,46.53813934326172,0,0.0,0.0,0.0
2000-07-14 00:00:00-04:00,47.94342041015625,47.94342041015625,47.94342041015625,47.94342041015625,0,0.0,0.0,0.0
2000-07-17 00:00:00-04:00,48.315391540527344,48.315391540527344,48.315391540527344,48.315391540527344,0,0.0,0.0,0.0
2000-07-18 00:00:00-04:00,46.393516540527344,46.393516540527344,46.393516540527344,46.393516540527344,0,0.0,0.0,0.0
2000-07-19 00:00:00-04:00,43.35572814941406,43.35572814941406,43.35572814941406,43.35572814941406,0,0.0,0.0,0.0
2000-07-20 00:00:00-04:00,47.50944519042969,47.50944519042969,47.50944519042969,47.50944519042969,0,0.0,0.0,0.0
2000-07-21 00:00:00-04:00,44.74026870727539,44.74026870727539,44.74026870727539,44.74026870727539,0,0.0,0.0,0.0
2000-07-24 00:00:00-04:00,41.16519546508789,41.16519546508789,41.16519546508789,41.16519546508789,0,0.0,0.0,0.0
2000-07-25 00:00:00-04:00,41.16519546508789,41.16519546508789,41.16519546508789,41.16519546508789,0,0.0,0.0,0.0
2000-07-26 00:00:00-04:00,40.0699577331543,40.0699577331543,40.0699577331543,40.0699577331543,0,0.0,0.0,0.0
2000-07-27 00:00:00-04:00,36.639503479003906,36.639503479003906,36.639503479003906,36.639503479003906,0,0.0,0.0,0.0
2000-07-28 00:00:00-04:00,33.74638366699219,33.74638366699219,33.74638366699219,33.74638366699219,0,0.0,0.0,0.0
2000-07-31 00:00:00-04:00,35.378902435302734,35.378902435302734,35.378902435302734,35.378902435302734,0,0.0,0.0,0.0
2000-08-01 00:00:00-04:00,33.2917366027832,33.2917366027832,33.2917366027832,33.2917366027832,0,0.0,0.0,0.0
2000-08-02 00:00:00-04:00,33.436405181884766,33.436405181884766,33.436405181884766,33.436405181884766,0,0.0,0.0,0.0
2000-08-03 00:00:00-04:00,35.60625457763672,35.60625457763672,35.60625457763672,35.60625457763672,0,0.0,0.0,0.0
2000-08-04 00:00:00-04:00,36.24684143066406,36.24684143066406,36.24684143066406,36.24684143066406,0,0.0,0.0,0.0
2000-08-07 00:00:00-04:00,38.93334197998047,38.93334197998047,38.93334197998047,38.93334197998047,0,0.0,0.0,0.0
2000-08-08 00:00:00-04:00,38.68536376953125,38.68536376953125,38.68536376953125,38.68536376953125,0,0.0,0.0,0.0
2000-08-09 00:00:00-04:00,37.238773345947266,37.238773345947266,37.238773345947266,37.238773345947266,0,0.0,0.0,0.0
2000-08-10 00:00:00-04:00,36.660186767578125,36.660186767578125,36.660186767578125,36.660186767578125,0,0.0,0.0,0.0
2000-08-11 00:00:00-04:00,36.20553207397461,36.20553207397461,36.20553207397461,36.20553207397461,0,0.0,0.0,0.0
2000-08-14 00:00:00-04:00,37.19746398925781,37.19746398925781,37.19746398925781,37.19746398925781,0,0.0,0.0,0.0
2000-08-15 00:00:00-04:00,37.32146072387695,37.32146072387695,37.32146072387695,37.32146072387695,0,0.0,0.0,0.0
2000-08-16 00:00:00-04:00,37.631431579589844,37.631431579589844,37.631431579589844,37.631431579589844,0,0.0,0.0,0.0
2000-08-17 00:00:00-04:00,39.22264862060547,39.22264862060547,39.22264862060547,39.22264862060547,0,0.0,0.0,0.0
2000-08-18 00:00:00-04:00,38.35470199584961,38.35470199584961,38.35470199584961,38.35470199584961,0,0.0,0.0,0.0
2000-08-21 00:00:00-04:00,38.47869873046875,38.47869873046875,38.47869873046875,38.47869873046875,0,0.0,0.0,0.0
2000-08-22 00:00:00-04:00,39.32600402832031,39.32600402832031,39.32600402832031,39.32600402832031,0,0.0,0.0,0.0
2000-08-23 00:00:00-04:00,41.144508361816406,41.144508361816406,41.144508361816406,41.144508361816406,0,0.0,0.0,0.0
2000-08-24 00:00:00-04:00,42.03313064575195,42.03313064575195,42.03313064575195,42.03313064575195,0,0.0,0.0,0.0
2000-08-25 00:00:00-04:00,42.32242965698242,42.32242965698242,42.32242965698242,42.32242965698242,0,0.0,0.0,0.0
2000-08-28 00:00:00-04:00,42.17781066894531,42.17781066894531,42.17781066894531,42.17781066894531,0,0.0,0.0,0.0
2000-08-29 00:00:00-04:00,42.5084114074707,42.5084114074707,42.5084114074707,42.5084114074707,0,0.0,0.0,0.0
2000-08-30 00:00:00-04:00,45.91818618774414,45.91818618774414,45.91818618774414,45.91818618774414,0,0.0,0.0,0.0
2000-08-31 00:00:00-04:00,46.91011047363281,46.91011047363281,46.91011047363281,46.91011047363281,0,0.0,0.0,0.0
2000-09-01 00:00:00-04:00,47.6954345703125,47.6954345703125,47.6954345703125,47.6954345703125,0,0.0,0.0,0.0
2000-09-05 00:00:00-04:00,48.02605056762695,48.02605056762695,48.02605056762695,48.02605056762695,0,0.0,0.0,0.0
2000-09-06 00:00:00-04:00,45.02961349487305,45.02961349487305,45.02961349487305,45.02961349487305,0,0.0,0.0,0.0
2000-09-07 00:00:00-04:00,46.393516540527344,46.393516540527344,46.393516540527344,46.393516540527344,0,0.0,0.0,0.0
2000-09-08 00:00:00-04:00,43.583038330078125,43.583038330078125,43.583038330078125,43.583038330078125,0,0.0,0.0,0.0
2000-09-11 00:00:00-04:00,42.42578887939453,42.42578887939453,42.42578887939453,42.42578887939453,0,0.0,0.0,0.0
2000-09-12 00:00:00-04:00,41.59916687011719,41.59916687011719,41.59916687011719,41.59916687011719,0,0.0,0.0,0.0
2000-09-13 00:00:00-04:00,43.0043830871582,43.0043830871582,43.0043830871582,43.0043830871582,0,0.0,0.0,0.0
2000-09-14 00:00:00-04:00,44.40966033935547,44.40966033935547,44.40966033935547,44.40966033935547,0,0.0,0.0,0.0
2000-09-15 00:00:00-04:00,42.549781799316406,42.549781799316406,42.549781799316406,42.549781799316406,0,0.0,0.0,0.0
2000-09-18 00:00:00-04:00,40.68991470336914,40.68991470336914,40.68991470336914,40.68991470336914,0,0.0,0.0,0.0
2000-09-19 00:00:00-04:00,42.611778259277344,42.611778259277344,42.611778259277344,42.611778259277344,0,0.0,0.0,0.0
2000-09-20 00:00:00-04:00,43.12837219238281,43.12837219238281,43.12837219238281,43.12837219238281,0,0.0,0.0,0.0
2000-09-21 00:00:00-04:00,41.743839263916016,41.743839263916016,41.743839263916016,41.743839263916016,0,0.0,0.0,0.0
