Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-12-19 00:00:00-05:00,16.086458206176758,16.086458206176758,16.086458206176758,16.086458206176758,0,0.0,0.0,0.0
2018-12-20 00:00:00-05:00,16.289655685424805,16.289655685424805,16.289655685424805,16.289655685424805,0,0.0,0.0,0.0
2018-12-21 00:00:00-05:00,15.756263732910156,15.756263732910156,15.756263732910156,15.756263732910156,0,0.0,0.0,0.0
2018-12-24 00:00:00-05:00,15.493799209594727,15.493799209594727,15.493799209594727,15.493799209594727,0,0.0,0.0,0.0
2018-12-26 00:00:00-05:00,16.535186767578125,16.535186767578125,16.535186767578125,16.535186767578125,0,0.0,0.0,0.0
2018-12-27 00:00:00-05:00,16.594451904296875,16.594451904296875,16.594451904296875,16.594451904296875,0,0.0,0.0,0.0
2018-12-28 00:00:00-05:00,16.61985206604004,16.61985206604004,16.61985206604004,16.61985206604004,0,0.0,0.0,0.0
2018-12-31 00:00:00-05:00,16.856914520263672,16.856914520263672,16.856914520263672,16.856914520263672,0,0.0,0.0,0.0
2019-01-02 00:00:00-05:00,16.865381240844727,16.865381240844727,16.865381240844727,16.865381240844727,0,0.0,0.0,0.0
2019-01-03 00:00:00-05:00,16.26425552368164,16.26425552368164,16.26425552368164,16.26425552368164,0,0.0,0.0,0.0
2019-01-04 00:00:00-05:00,17.068578720092773,17.068578720092773,17.068578720092773,17.068578720092773,0,0.0,0.0,0.0
2019-01-07 00:00:00-05:00,17.601972579956055,17.601972579956055,17.601972579956055,17.601972579956055,0,0.0,0.0,0.0
2019-01-08 00:00:00-05:00,17.93216896057129,17.93216896057129,17.93216896057129,17.93216896057129,0,0.0,0.0,0.0
2019-01-09 00:00:00-05:00,18.12689971923828,18.12689971923828,18.12689971923828,18.12689971923828,0,0.0,0.0,0.0
2019-01-10 00:00:00-05:00,18.194631576538086,18.194631576538086,18.194631576538086,18.194631576538086,0,0.0,0.0,0.0
2019-01-11 00:00:00-05:00,18.18616485595703,18.18616485595703,18.18616485595703,18.18616485595703,0,0.0,0.0,0.0
2019-01-14 00:00:00-05:00,18.016834259033203,18.016834259033203,18.016834259033203,18.016834259033203,0,0.0,0.0,0.0
2019-01-15 00:00:00-05:00,18.24542999267578,18.24542999267578,18.24542999267578,18.24542999267578,0,0.0,0.0,0.0
