Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2007-06-14 00:00:00-04:00,20.853675842285156,22.12303002398947,20.309666907269023,22.12303002398947,3279100,0.0,0.0
2007-06-15 00:00:00-04:00,21.09303092956543,21.61527879152198,20.9479613872791,21.61527879152198,790100,0.0,0.0
2007-06-18 00:00:00-04:00,21.70958137512207,21.90542490500426,21.252613138730293,21.90542490500426,1591000,0.0,0.0
2007-06-19 00:00:00-04:00,21.542747497558594,21.97795339974295,21.47021271936593,21.97795339974295,1585100,0.0,0.0
2007-06-20 00:00:00-04:00,21.622539520263672,21.832890287430466,21.44845684234261,21.832890287430466,855900,0.0,0.0
2007-06-21 00:00:00-04:00,22.63802146911621,23.17477809762402,21.47747033581846,23.17477809762402,842700,0.0,0.0
2007-06-22 00:00:00-04:00,22.993444442749023,23.33435482076599,22.485702226182664,23.33435482076599,1490700,0.0,0.0
2007-06-25 00:00:00-04:00,22.70330238342285,23.21104453604322,22.492953011727714,23.21104453604322,490000,0.0,0.0
2007-06-26 00:00:00-04:00,22.057741165161133,22.95716879204128,21.941686076756326,22.95716879204128,853900,0.0,0.0
2007-06-27 00:00:00-04:00,21.455707550048828,22.340628055326327,21.448453933183526,22.340628055326327,1127300,0.0,0.0
2007-06-28 00:00:00-04:00,21.397682189941406,21.687819976836614,21.151064725208958,21.687819976836614,488900,0.0,0.0
2007-06-29 00:00:00-04:00,20.67233657836914,21.97795728255592,20.258890068159527,21.97795728255592,3085200,0.0,0.0
2007-07-02 00:00:00-04:00,19.94699478149414,21.14381419168653,19.729391755454177,20.708606756120307,10877300,0.0,0.0
2007-07-03 00:00:00-04:00,19.344951629638672,19.946987937503902,18.967771889329274,19.946987937503902,8600100,0.0,0.0
2007-07-05 00:00:00-04:00,18.808198928833008,19.52629042191228,18.670382970519007,19.040309142739115,8121900,0.0,0.0
2007-07-06 00:00:00-04:00,18.597854614257812,18.75743147911717,18.28595588765432,18.597854614257812,7211900,0.0,0.0
2007-07-09 00:00:00-04:00,18.52531623840332,19.250661405761583,18.452781444970274,18.655877206399474,11641150,0.0,0.0
2007-07-10 00:00:00-04:00,18.06110191345215,18.605111015565083,17.98856708980642,18.568844295485565,8582600,0.0,0.0
2007-07-11 00:00:00-04:00,18.285947799682617,18.307708648943905,17.95228974525811,18.148133238152077,10247300,0.0,0.0
2007-07-12 00:00:00-04:00,19.105592727661133,19.28692902812604,18.28595187480751,18.561583826266425,10295738,0.0,0.0
2007-07-13 00:00:00-04:00,19.700380325317383,19.896223909111104,18.873487038392575,19.1998916278956,6750700,0.0,0.0
2007-07-16 00:00:00-04:00,19.468263626098633,19.91072460325553,19.33770127982374,19.736640552564968,9885800,0.0,0.0
2007-07-17 00:00:00-04:00,19.221643447875977,19.577062349384434,19.08382750370384,19.55530150025646,5388130,0.0,0.0
2007-07-18 00:00:00-04:00,19.120100021362305,19.221647907213136,18.641372297370985,19.18538120040532,4550071,0.0,0.0
2007-07-19 00:00:00-04:00,19.373966217041016,19.548050251860467,19.040308147856585,19.040308147856585,4838757,0.0,0.0
2007-07-20 00:00:00-04:00,19.07657241821289,19.67135646386632,19.04030572261174,19.373963749296728,5726600,0.0,0.0
2007-07-23 00:00:00-04:00,18.946012496948242,19.228896611522348,18.93150526453782,19.076573438184564,4705177,0.0,0.0
2007-07-24 00:00:00-04:00,18.133621215820312,18.5688284016971,18.082847297773696,18.525308098155072,5455700,0.0,0.0
2007-07-25 00:00:00-04:00,17.48082160949707,18.01757695328252,17.22695048356827,17.95954938594048,8391500,0.0,0.0
2007-07-26 00:00:00-04:00,17.85799789428711,18.046586412572584,16.50160187840521,16.87152806455482,8803490,0.0,0.0
2007-07-27 00:00:00-04:00,16.92230224609375,17.91602570750501,16.92230224609375,17.596873455035443,6622600,0.0,0.0
2007-07-30 00:00:00-04:00,17.096385955810547,17.357510667672514,16.22597255541425,16.922303275731288,5058500,0.0,0.0
2007-07-31 00:00:00-04:00,16.719205856323242,17.48081912590315,16.559630414675958,17.154413241299455,4050900,0.0,0.0
2007-08-01 00:00:00-04:00,16.59589385986328,16.733709804452324,15.993857533693294,16.45082568236217,5583533,0.0,0.0
2007-08-02 00:00:00-04:00,16.951318740844727,17.444552338229993,16.305760541298792,16.32026777802707,3019200,0.0,0.0
2007-08-03 00:00:00-04:00,15.950345039367676,16.76273248893997,15.616686822382663,16.436326508422855,5256100,0.0,0.0
2007-08-06 00:00:00-04:00,16.06639289855957,17.06736986210872,15.42083623400741,16.131674065029554,5995200,0.0,0.0
2007-08-07 00:00:00-04:00,16.59589385986328,17.067369241328027,15.754493726504887,15.993857533693294,3885123,0.0,0.0
2007-08-08 00:00:00-04:00,17.618633270263672,17.821729014298807,16.682937420435533,17.045609973053693,5645200,0.0,0.0
2007-08-09 00:00:00-04:00,16.07364273071289,17.37926298573495,16.00110796465931,17.081871690052306,4532512,0.0,0.0
2007-08-10 00:00:00-04:00,15.130702018737793,16.073650269218124,14.760775783507013,15.776258834059577,10742900,0.0,0.0
2007-08-13 00:00:00-04:00,16.030120849609375,16.16793675322301,15.42083108819541,15.42083108819541,7041700,0.0,0.0
2007-08-14 00:00:00-04:00,15.928581237792969,16.436323472940966,15.74724492288101,16.16794650162359,3754600,0.0,0.0
2007-08-15 00:00:00-04:00,15.71097469329834,16.24772989916105,15.348302144730074,15.877803733603105,3688600,0.0,0.0
2007-08-16 00:00:00-04:00,16.57413673400879,16.784486105301525,14.847814525190882,14.869575377456776,5455950,0.0,0.0
2007-08-17 00:00:00-04:00,16.81350326538086,17.401032535712147,16.617659714108335,17.328497733371997,5668600,0.0,0.0
2007-08-20 00:00:00-04:00,17.00935173034668,17.045618450250412,16.305765742926145,16.75548054056051,3786500,0.0,0.0
2007-08-21 00:00:00-04:00,17.168912887573242,17.379262177512175,16.733705694976674,16.74821292420985,2471000,0.0,0.0
2007-08-22 00:00:00-04:00,17.212446212768555,17.40828980511285,16.864280748703077,17.16167225552816,3602900,0.0,0.0
2007-08-23 00:00:00-04:00,17.19068145751953,17.430045313503346,16.81350162885226,17.36476413609993,2904000,0.0,0.0
2007-08-24 00:00:00-04:00,17.40103530883789,17.42279616805375,16.958574189187555,16.98758866814204,2001000,0.0,0.0
2007-08-27 00:00:00-04:00,17.284975051879883,17.43729825440285,17.190680790116975,17.422791019212838,1629512,0.0,0.0
2007-08-28 00:00:00-04:00,16.472593307495117,17.081883551864824,16.36379177460479,16.915054442533883,4221800,0.0,0.0
2007-08-29 00:00:00-04:00,16.92230224609375,17.103638533078673,15.660201854697,16.37103976764125,2932600,0.0,0.0
2007-08-30 00:00:00-04:00,16.50885581970215,16.682938490102277,16.32026591423049,16.55237614143066,2269400,0.0,0.0
2007-08-31 00:00:00-04:00,16.784488677978516,17.321243998101632,16.349282633842016,16.690194404011947,3092600,0.0,0.0
2007-09-04 00:00:00-04:00,16.994836807250977,17.08913106647128,16.414559866672164,16.719204880017376,2459368,0.0,0.0
2007-09-05 00:00:00-04:00,16.356531143188477,16.769979004520774,16.218716572897005,16.4508267791626,2703300,0.0,0.0
2007-09-06 00:00:00-04:00,16.16069221496582,16.334774904066798,15.993861760693598,16.327521285751814,3297000,0.0,0.0
2007-09-07 00:00:00-04:00,15.312033653259277,15.943083039244932,15.130697400173727,15.943083039244932,3985000,0.0,0.0
2007-09-10 00:00:00-04:00,14.913089752197266,15.609421528710424,14.688233235717775,15.355550554112028,2748100,0.0,0.0
2007-09-11 00:00:00-04:00,14.949361801147461,15.341047405536516,14.84781255420625,14.88408063650164,2838100,0.0,0.0
2007-09-12 00:00:00-04:00,15.232250213623047,15.551402510237018,14.688241277422224,14.833310880470284,3053100,0.0,0.0
2007-09-13 00:00:00-04:00,15.478863716125488,15.769001463897784,15.23224628464756,15.23224628464756,2328500,0.0,0.0
2007-09-14 00:00:00-04:00,15.428085327148438,15.638434614721511,15.239495499694863,15.442592556218445,1839600,0.0,0.0
2007-09-17 00:00:00-04:00,15.464356422424316,15.529637588353676,14.86957369594429,15.384568023291566,2233500,0.0,0.0
2007-09-18 00:00:00-04:00,16.748218536376953,16.748218536376953,15.348302266444172,15.52238492511912,3636997,0.0,0.0
