Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1997-01-31 00:00:00-05:00,1.069016933441162,1.069016933441162,1.069016933441162,1.069016933441162,0,0.0,0.0,0.0
1997-02-03 00:00:00-05:00,1.0621159076690674,1.0621159076690674,1.0621159076690674,1.0621159076690674,0,0.0,0.0,0.0
1997-02-04 00:00:00-05:00,1.0570971965789795,1.0570971965789795,1.0570971965789795,1.0570971965789795,0,0.0,0.0,0.0
1997-02-05 00:00:00-05:00,1.049569010734558,1.049569010734558,1.049569010734558,1.049569010734558,0,0.0,0.0,0.0
1997-02-06 00:00:00-05:00,1.0476868152618408,1.0476868152618408,1.0476868152618408,1.0476868152618408,0,0.0,0.0,0.0
1997-02-07 00:00:00-05:00,1.0533332824707031,1.0533332824707031,1.0533332824707031,1.0533332824707031,0,0.0,0.0,0.0
1997-02-10 00:00:00-05:00,1.037649154663086,1.037649154663086,1.037649154663086,1.037649154663086,0,0.0,0.0,0.0
1997-02-11 00:00:00-05:00,1.0338850021362305,1.0338850021362305,1.0338850021362305,1.0338850021362305,0,0.0,0.0,0.0
1997-02-12 00:00:00-05:00,1.0476868152618408,1.0476868152618408,1.0476868152618408,1.0476868152618408,0,0.0,0.0,0.0
1997-02-13 00:00:00-05:00,1.0652529001235962,1.0652529001235962,1.0652529001235962,1.0652529001235962,0,0.0,0.0,0.0
1997-02-14 00:00:00-05:00,1.069016933441162,1.069016933441162,1.069016933441162,1.069016933441162,0,0.0,0.0,0.0
1997-02-18 00:00:00-05:00,1.0602340698242188,1.0602340698242188,1.0602340698242188,1.0602340698242188,0,0.0,0.0,0.0
1997-02-19 00:00:00-05:00,1.0589792728424072,1.0589792728424072,1.0589792728424072,1.0589792728424072,0,0.0,0.0,0.0
1997-02-20 00:00:00-05:00,1.0451773405075073,1.0451773405075073,1.0451773405075073,1.0451773405075073,0,0.0,0.0,0.0
1997-02-21 00:00:00-05:00,1.0326300859451294,1.0326300859451294,1.0326300859451294,1.0326300859451294,0,0.0,0.0,0.0
1997-02-24 00:00:00-05:00,1.0307480096817017,1.0307480096817017,1.0307480096817017,1.0307480096817017,0,0.0,0.0,0.0
1997-02-25 00:00:00-05:00,1.0338850021362305,1.0338850021362305,1.0338850021362305,1.0338850021362305,0,0.0,0.0,0.0
1997-02-26 00:00:00-05:00,1.022592544555664,1.022592544555664,1.022592544555664,1.022592544555664,0,0.0,0.0,0.0
1997-02-27 00:00:00-05:00,1.0043994188308716,1.0043994188308716,1.0043994188308716,1.0043994188308716,0,0.0,0.0,0.0
1997-02-28 00:00:00-05:00,0.9949889183044432,0.9949889183044432,0.9949889183044432,0.9949889183044434,0,0.0,0.0,0.0
1997-03-03 00:00:00-05:00,0.9956161379814148,0.9956161379814148,0.9956161379814148,0.9956161379814148,0,0.0,0.0,0.0
1997-03-04 00:00:00-05:00,1.0037716627120972,1.0037716627120972,1.0037716627120972,1.0037716627120972,0,0.0,0.0,0.0
1997-03-05 00:00:00-05:00,1.0213379859924316,1.0213379859924316,1.0213379859924316,1.0213379859924316,0,0.0,0.0,0.0
1997-03-06 00:00:00-05:00,1.022592544555664,1.022592544555664,1.022592544555664,1.022592544555664,0,0.0,0.0,0.0
1997-03-07 00:00:00-05:00,1.0207104682922363,1.0207104682922363,1.0207104682922363,1.0207104682922363,0,0.0,0.0,0.0
1997-03-10 00:00:00-05:00,1.0269842147827148,1.0269842147827148,1.0269842147827148,1.0269842147827148,0,0.0,0.0,0.0
1997-03-11 00:00:00-05:00,1.0194557905197144,1.0194557905197144,1.0194557905197144,1.0194557905197144,0,0.0,0.0,0.0
1997-03-12 00:00:00-05:00,1.0113002061843872,1.0113002061843872,1.0113002061843872,1.0113002061843872,0,0.0,0.0,0.0
1997-03-13 00:00:00-05:00,0.9962433576583863,0.9962433576583863,0.9962433576583863,0.9962433576583862,0,0.0,0.0,0.0
1997-03-14 00:00:00-05:00,0.9987528920173646,0.9987528920173646,0.9987528920173646,0.9987528920173645,0,0.0,0.0,0.0
