Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1975-11-17 00:00:00-05:00,0.0,3.013347864151001,3.013347864151001,3.013347864151001,53200,0.0,0.0
1975-11-18 00:00:00-05:00,0.0,3.09975004196167,3.09975004196167,3.09975004196167,106800,0.0,0.0
1975-11-19 00:00:00-05:00,0.0,2.959343433380127,2.959343433380127,2.959343433380127,170400,0.0,0.0
1975-11-20 00:00:00-05:00,0.0,2.9161417484283447,2.9161417484283447,2.9161417484283447,61200,0.0,0.0
1975-11-21 00:00:00-05:00,0.0,2.9161417484283447,2.9161417484283447,2.9161417484283447,64000,0.0,0.0
1975-11-24 00:00:00-05:00,0.0,2.9053425788879395,2.9053425788879395,2.9053425788879395,88400,0.0,0.0
1975-11-25 00:00:00-05:00,0.0,2.8945398330688477,2.8945398330688477,2.8945398330688477,75200,0.0,0.0
1975-11-26 00:00:00-05:00,0.0,2.9161417484283447,2.9161417484283447,2.9161417484283447,89200,0.0,0.0
1975-11-28 00:00:00-05:00,0.0,2.937741994857788,2.937741994857788,2.937741994857788,95600,0.0,0.0
1975-12-01 00:00:00-05:00,0.0,2.8513386249542236,2.8513386249542236,2.8513386249542236,102400,0.0,0.0
1975-12-02 00:00:00-05:00,0.0,2.7217321395874023,2.7217321395874023,2.7217321395874023,78400,0.0,0.0
1975-12-03 00:00:00-05:00,0.0,2.5921247005462646,2.5921247005462646,2.5921247005462646,86400,0.0,0.0
1975-12-04 00:00:00-05:00,0.0,2.5921247005462646,2.5921247005462646,2.5921247005462646,48800,0.0,0.0
1975-12-05 00:00:00-05:00,0.0,2.5705251693725586,2.5705251693725586,2.5705251693725586,62800,0.0,0.0
1975-12-08 00:00:00-05:00,0.0,2.5705251693725586,2.5705251693725586,2.5705251693725586,87600,0.0,0.0
1975-12-09 00:00:00-05:00,0.0,2.5705251693725586,2.5705251693725586,2.5705251693725586,158800,0.0,0.0
1975-12-10 00:00:00-05:00,0.0,2.5813238620758057,2.5813238620758057,2.5813238620758057,99600,0.0,0.0
1975-12-11 00:00:00-05:00,0.0,2.5921247005462646,2.5921247005462646,2.5921247005462646,62400,0.0,0.0
1975-12-12 00:00:00-05:00,0.0,2.7217321395874023,2.7217321395874023,2.7217321395874023,116400,0.0,0.0
1975-12-15 00:00:00-05:00,0.0,2.7109320163726807,2.7109320163726807,2.7109320163726807,170800,0.0,0.0
1975-12-16 00:00:00-05:00,0.0,2.754133939743042,2.754133939743042,2.754133939743042,110400,0.0,0.0
1975-12-17 00:00:00-05:00,0.0,2.775735378265381,2.775735378265381,2.775735378265381,92800,0.0,0.0
1975-12-18 00:00:00-05:00,0.0,2.78653621673584,2.78653621673584,2.78653621673584,81200,0.0,0.0
1975-12-19 00:00:00-05:00,0.0,2.764936923980713,2.764936923980713,2.764936923980713,130800,0.0,0.0
1975-12-22 00:00:00-05:00,0.0,2.764936923980713,2.764936923980713,2.764936923980713,67200,0.0,0.0
1975-12-23 00:00:00-05:00,0.0,2.775735378265381,2.775735378265381,2.775735378265381,59600,0.0,0.0
1975-12-24 00:00:00-05:00,0.0,2.700129985809326,2.700129985809326,2.700129985809326,135200,0.0,0.0
1975-12-26 00:00:00-05:00,0.0,2.7109320163726807,2.7109320163726807,2.7109320163726807,46800,0.0,0.0
1975-12-29 00:00:00-05:00,0.0,2.6785311698913574,2.6785311698913574,2.6785311698913574,52800,0.0,0.0
1975-12-30 00:00:00-05:00,0.0,2.6677300930023193,2.6677300930023193,2.6677300930023193,54000,0.0,0.0
1975-12-31 00:00:00-05:00,0.0,2.6677300930023193,2.6677300930023193,2.6677300930023193,34800,0.0,0.0
1976-01-02 00:00:00-05:00,0.0,2.7217321395874023,2.7217321395874023,2.7217321395874023,71600,0.0,0.0
1976-01-05 00:00:00-05:00,0.0,2.754133939743042,2.754133939743042,2.754133939743042,104400,0.0,0.0
1976-01-06 00:00:00-05:00,0.0,2.8729395866394043,2.8729395866394043,2.8729395866394043,132800,0.0,0.0
1976-01-07 00:00:00-05:00,0.0,2.808135747909546,2.808135747909546,2.808135747909546,120000,0.0,0.0
1976-01-08 00:00:00-05:00,0.0,2.808135747909546,2.808135747909546,2.808135747909546,85200,0.0,0.0
1976-01-09 00:00:00-05:00,0.0,2.808135747909546,2.808135747909546,2.808135747909546,59600,0.0,0.0
1976-01-12 00:00:00-05:00,0.0,2.808135747909546,2.808135747909546,2.808135747909546,48800,0.0,0.0
1976-01-13 00:00:00-05:00,0.0,2.775735378265381,2.775735378265381,2.775735378265381,112400,0.0,0.0
1976-01-14 00:00:00-05:00,0.0,2.808135747909546,2.808135747909546,2.808135747909546,90000,0.0,0.0
1976-01-15 00:00:00-05:00,0.0,2.764936923980713,2.764936923980713,2.764936923980713,174000,0.0,0.0
1976-01-16 00:00:00-05:00,0.0,2.764936923980713,2.764936923980713,2.764936923980713,14400,0.0,0.0
1976-01-19 00:00:00-05:00,0.0,2.775735378265381,2.775735378265381,2.775735378265381,56000,0.0,0.0
1976-01-20 00:00:00-05:00,0.0,2.78653621673584,2.78653621673584,2.78653621673584,59200,0.0,0.0
1976-01-21 00:00:00-05:00,0.0,2.764936923980713,2.764936923980713,2.764936923980713,62000,0.0,0.0
1976-01-22 00:00:00-05:00,0.0,2.7433342933654785,2.7433342933654785,2.7433342933654785,52800,0.0,0.0
1976-01-23 00:00:00-05:00,0.0,2.7217321395874023,2.7217321395874023,2.7217321395874023,42800,0.0,0.0
1976-01-26 00:00:00-05:00,0.0,2.602926254272461,2.602926254272461,2.602926254272461,84400,0.0,0.0
1976-01-27 00:00:00-05:00,0.0,2.5921247005462646,2.5921247005462646,2.5921247005462646,272000,0.0,0.0
1976-01-28 00:00:00-05:00,0.0,2.6569299697875977,2.6569299697875977,2.6569299697875977,212000,0.0,0.0
1976-01-29 00:00:00-05:00,0.0,2.8729397649983412,2.829737663269043,2.829737663269043,158400,0.0,0.0
1976-01-30 00:00:00-05:00,0.0,2.8081390634179115,2.764936923980713,2.764936923980713,304400,0.0,0.0
1976-02-02 00:00:00-05:00,0.0,2.8513378363389235,2.808135747909546,2.808135747909546,73600,0.0,0.0
1976-02-03 00:00:00-05:00,0.0,2.8621403741653855,2.8189382553100586,2.8189382553100586,66800,0.0,0.0
1976-02-04 00:00:00-05:00,0.0,2.894540725332318,2.8513386249542236,2.8513386249542236,184000,0.0,0.0
1976-02-05 00:00:00-05:00,0.0,2.8729397649983412,2.829737663269043,2.829737663269043,64800,0.0,0.0
1976-02-06 00:00:00-05:00,0.0,2.818937485320095,2.775735378265381,2.775735378265381,72000,0.0,0.0
1976-02-09 00:00:00-05:00,0.0,2.8513378363389235,2.808135747909546,2.808135747909546,42800,0.0,0.0
1976-02-10 00:00:00-05:00,0.0,2.818937485320095,2.775735378265381,2.775735378265381,91200,0.0,0.0
1976-02-11 00:00:00-05:00,0.0,2.829738328623217,2.78653621673584,2.78653621673584,28800,0.0,0.0
1976-02-12 00:00:00-05:00,0.0,2.8513378363389235,2.808135747909546,2.808135747909546,131200,0.0,0.0
1976-02-13 00:00:00-05:00,0.0,2.8513378363389235,2.808135747909546,2.808135747909546,20400,0.0,0.0
1976-02-17 00:00:00-05:00,0.0,2.829738328623217,2.78653621673584,2.78653621673584,36000,0.0,0.0
1976-02-18 00:00:00-05:00,0.0,2.818937485320095,2.775735378265381,2.775735378265381,79600,0.0,0.0
1976-02-19 00:00:00-05:00,0.0,2.7541341202192573,2.7109320163726807,2.7109320163726807,159600,0.0,0.0
1976-02-20 00:00:00-05:00,0.0,2.786536408221628,2.7433342933654785,2.7433342933654785,388000,0.0,0.0
1976-02-23 00:00:00-05:00,0.0,2.786536408221628,2.7433342933654785,2.7433342933654785,223600,0.0,0.0
1976-02-24 00:00:00-05:00,0.0,2.829738328623217,2.78653621673584,2.78653621673584,114800,0.0,0.0
1976-02-25 00:00:00-05:00,0.0,2.8513378363389235,2.808135747909546,2.808135747909546,96400,0.0,0.0
1976-02-26 00:00:00-05:00,0.0,2.8081390634179115,2.764936923980713,2.764936923980713,248400,0.0,0.0
1976-02-27 00:00:00-05:00,0.0,2.7541341202192573,2.7109320163726807,2.7109320163726807,124000,0.0,0.0
1976-03-01 00:00:00-05:00,0.0,2.7433320655822753,2.700129985809326,2.700129985809326,76000,0.0,0.0
1976-03-02 00:00:00-05:00,0.0,2.7541341202192573,2.7109320163726807,2.7109320163726807,70800,0.0,0.0
1976-03-03 00:00:00-05:00,0.0,2.7109321997715874,2.6677300930023193,2.6677300930023193,44400,0.0,0.0
1976-03-04 00:00:00-05:00,0.0,2.7109321997715874,2.6677300930023193,2.6677300930023193,57200,0.0,0.0
1976-03-05 00:00:00-05:00,0.0,2.7001320831174773,2.6569299697875977,2.6569299697875977,45200,0.0,0.0
1976-03-08 00:00:00-05:00,0.0,2.732532675486492,2.689330577850342,2.689330577850342,27600,0.0,0.0
1976-03-09 00:00:00-05:00,0.0,2.786536408221628,2.7433342933654785,2.7433342933654785,37200,0.0,0.0
1976-03-10 00:00:00-05:00,0.0,2.818937485320095,2.775735378265381,2.775735378265381,85200,0.0,0.0
1976-03-11 00:00:00-05:00,0.0,2.9161416856866134,2.8729395866394043,2.8729395866394043,150800,0.0,0.0
1976-03-12 00:00:00-05:00,0.0,2.9161416856866134,2.8729395866394043,2.8729395866394043,92400,0.0,0.0
1976-03-15 00:00:00-05:00,0.0,2.8513378363389235,2.808135747909546,2.808135747909546,89200,0.0,0.0
1976-03-16 00:00:00-05:00,0.0,2.8729397649983412,2.829737663269043,2.829737663269043,50800,0.0,0.0
1976-03-17 00:00:00-05:00,0.0,2.8729397649983412,2.829737663269043,2.829737663269043,86400,0.0,0.0
1976-03-18 00:00:00-05:00,0.0,2.8729397649983412,2.829737663269043,2.829737663269043,93600,0.0,0.0
1976-03-19 00:00:00-05:00,0.0,2.8729397649983412,2.829737663269043,2.829737663269043,26800,0.0,0.0
1976-03-22 00:00:00-05:00,0.0,2.8729397649983412,2.829737663269043,2.829737663269043,28800,0.0,0.0
1976-03-23 00:00:00-05:00,0.0,2.9701461431285114,2.9269440174102783,2.9269440174102783,210000,0.0,0.0
1976-03-24 00:00:00-05:00,0.0,2.9917461356837234,2.9485440254211426,2.9485440254211426,137600,0.0,0.0
1976-03-25 00:00:00-05:00,0.0,3.0349473307709403,2.991745233535767,2.9917452335357666,124000,0.0,0.0
1976-03-26 00:00:00-05:00,0.0,2.980944083017462,2.937741994857788,2.937741994857788,70000,0.0,0.0
1976-03-29 00:00:00-05:00,0.0,2.9377419201295765,2.8945398330688477,2.8945398330688477,33600,0.0,0.0
1976-03-30 00:00:00-05:00,0.0,2.9161416856866134,2.8729395866394043,2.8729395866394043,41200,0.0,0.0
1976-03-31 00:00:00-05:00,0.0,2.9161416856866134,2.8729395866394043,2.8729395866394043,18800,0.0,0.0
1976-04-01 00:00:00-05:00,0.0,2.9161416856866134,2.8729395866394043,2.8729395866394043,30800,0.0,0.0
1976-04-02 00:00:00-05:00,0.0,2.9269420448760415,2.883739948272705,2.883739948272705,10000,0.0,0.0
1976-04-05 00:00:00-05:00,0.0,3.0133461284637453,2.970144033432007,2.970144033432007,79200,0.0,0.0
1976-04-06 00:00:00-05:00,0.0,3.002545527298085,2.959343433380127,2.959343433380127,110400,0.0,0.0
1976-04-07 00:00:00-05:00,0.0,2.9701461431285114,2.9269440174102783,2.9269440174102783,32800,0.0,0.0
1976-04-08 00:00:00-05:00,0.0,2.9377419201295765,2.8945398330688477,2.8945398330688477,55200,0.0,0.0
1976-04-09 00:00:00-05:00,0.0,2.8513378363389235,2.808135747909546,2.808135747909546,104400,0.0,0.0
1976-04-12 00:00:00-05:00,0.0,2.829738328623217,2.78653621673584,2.78653621673584,71600,0.0,0.0
1976-04-13 00:00:00-05:00,0.0,2.8081390634179115,2.764936923980713,2.764936923980713,201600,0.0,0.0
1976-04-14 00:00:00-05:00,0.0,2.829738328623217,2.78653621673584,2.78653621673584,51600,0.0,0.0
1976-04-15 00:00:00-05:00,0.0,2.7649342370411705,2.7217321395874023,2.7217321395874023,129600,0.0,0.0
1976-04-19 00:00:00-05:00,0.0,2.786536408221628,2.7433342933654785,2.7433342933654785,36400,0.0,0.0
1976-04-20 00:00:00-05:00,0.0,2.7757350804777485,2.7325329780578613,2.7325329780578613,53600,0.0,0.0
1976-04-21 00:00:00-05:00,0.0,2.7217332855347665,2.6785311698913574,2.6785311698913574,40400,0.0,0.0
1976-04-22 00:00:00-05:00,0.0,2.732532675486492,2.689330577850342,2.689330577850342,12800,0.0,0.0
1976-04-23 00:00:00-05:00,0.0,2.7001320831174773,2.6569299697875977,2.6569299697875977,105200,0.0,0.0
