date,open,high,low,close,volume
2015-05-26 04:00:00,107.88,107.97,105.78,106.99,2988102.0
2015-05-27 04:00:00,107.12,111.14,106.8,110.71,4104546.0
2015-05-28 04:00:00,111.44,112.77,109.6,110.79,5021207.0
2015-05-29 04:00:00,110.8,112.81,110.13,112.25,3597636.0
2015-06-01 04:00:00,113.23,114.0,111.34,111.98,2720590.0
2015-06-02 04:00:00,111.39,111.725,109.22,110.63,3046392.0
2015-06-03 04:00:00,111.74,111.97,108.16,108.23,2947048.0
2015-06-04 04:00:00,107.75,108.65,105.91,106.74,2909708.0
2015-06-05 04:00:00,106.41,107.65,105.87,106.975,2276093.0
2015-06-08 04:00:00,107.02,107.12,103.4,103.83,2805111.0
2015-06-09 04:00:00,103.15,104.19,101.15,103.81,2970728.0
2015-06-10 04:00:00,106.3175,106.3175,104.6,105.31,2392981.0
2015-06-11 04:00:00,104.95,105.595,103.69,104.69,1559525.0
2015-06-12 04:00:00,103.53,104.4699,103.41,103.81,1638899.0
2015-06-15 04:00:00,102.67,103.17,101.43,102.79,2659393.0
2015-06-16 04:00:00,103.24,103.46,101.63,103.15,2043968.0
2015-06-17 04:00:00,103.21,103.88,102.01,102.175,1940375.0
2015-06-18 04:00:00,102.23,106.57,102.23,105.18,2956889.0
2015-06-19 04:00:00,105.21,105.49,103.0,104.62,3752301.0
2015-06-22 04:00:00,105.79,106.44,103.74,104.6,2066606.0
2015-06-23 04:00:00,105.36,105.7,102.69,103.42,2542010.0
2015-06-24 04:00:00,103.43,104.2,102.71,102.94,1966254.0
2015-06-25 04:00:00,103.37,103.83,102.2111,102.625,1367874.0
2015-06-26 04:00:00,101.94,102.88,100.1645,100.52,2805095.0
2015-06-29 04:00:00,98.28,99.95,96.24,97.5,3170361.0
2015-06-30 04:00:00,98.39,99.17,95.79,98.2,3615810.0
2015-07-01 04:00:00,100.47,101.168,97.22,97.63,2019300.0
2015-07-02 04:00:00,97.5,98.64,97.25,98.12,1655369.0
2015-07-06 04:00:00,96.71,99.18,95.87,96.71,2147706.0
2015-07-07 04:00:00,96.72,97.3,91.02,96.47,5163043.0
2015-07-08 04:00:00,94.76,95.355,91.43,92.235,6321324.0
2015-07-09 04:00:00,94.0,94.99,89.77,90.51,5472600.0
2015-07-10 04:00:00,91.75,93.9,91.75,92.73,4845607.0
2015-07-13 04:00:00,93.9,94.46,91.02,91.8,4316289.0
2015-07-14 04:00:00,92.5,95.42,91.92,94.74,3746293.0
