ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Preferred Stock Dividends,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Write Off,income_statement.Impairment Of Capital Assets,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Research And Development,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Tradeand Other Payables Non Current,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Financial Assets Designatedas Fair Value Through Profitor Loss Total,balance_sheet.Long Term Equity Investment,balance_sheet.Investmentsin Joint Venturesat Cost,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Assets Held For Sale Current,balance_sheet.Restricted Cash,balance_sheet.Inventory,balance_sheet.Inventories Adjustments Allowances,balance_sheet.Finished Goods,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Interest Paid Cff,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Interest Received Cfi,cash_flow_statement.Dividends Received Cfi,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Sale Of Intangibles,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Provisionand Write Offof Assets,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Gain Loss On Sale Of Business,cash_flow_statement.Net Income From Continuing Operations
GELYY,Geely Automobile Holdings Limited,Auto Manufacturers,"Geely Automobile Holdings Limited, an investment holding company, operates as an automobile manufacturer primarily in the People's Republic of China. The company engages in the research and development, production, marketing, and sale of passenger vehicles; vehicle transmissions; automobile parts; and related automobile components, including electric powertrain and battery systems, as well as provides related after-sales and technical services. It also offers sedans, wagons, sport utility cars, and electric vehicles under the Geely and ZEEKR brands; provides technology consulting, general logistics, packing, and storage services; researches and develops technology; and manufactures and sells vehicle engines. In addition, the company provides automotive design, software systems development, modular development, intelligent electric vehicles virtual engineering, and mobility technology solutions; offers knock down kits and automotive-related integrated vehicle services; and engages in the preparation and construction of engine manufactory projects. It operates in Eastern Europe, the Netherlands, Sweden, France, the Asia Pacific, the Middle East, Latin America, Africa, and internationally. The company is headquartered in Wan Chai, Hong Kong.",64000,https://www.geelyauto.com.hk,Wan Chai,,Hong Kong,Great Eagle Centre,751896712.934508,0.087182,19722826000.0,8624452000.0,8624452000.0,16632398000.0,9393462000.0,201993421000.0,28347278000.0,18953816000.0,692494000.0,550263000.0,1242757000.0,8759842712.934507,16632398000.0,231419644000.0,505163470.0,503291775.0,32.6,32.8,16487558000.0,16487558000.0,144840000.0,0.0,16632398000.0,-166697000.0,16799095000.0,16799095000.0,1604458000.0,18403553000.0,962295000.0,8956956000.0,-10048467000.0,197008000.0,918065000.0,-23562000.0,692494000.0,,550263000.0,1242757000.0,8774626000.0,29426223000.0,10419240000.0,18179918000.0,13282997000.0,4896921000.0,38200849000.0,201993421000.0,240194270000.0,240194270000.0,10075001783.0,10075001783.0,6510122000.0,53831398000.0,90686705000.0,-1877957000.0,53831398000.0,2565642000.0,86742225000.0,90656405000.0,92419930000.0,5677705000.0,86742225000.0,4071616000.0,65193779000.0,18367380000.0,184020000.0,184020000.0,136971729000.0,9772063000.0,3410715000.0,684730000.0,5676618000.0,1762438000.0,3914180000.0,127199666000.0,833504000.0,803204000.0,30300000.0,125012492000.0,37611893000.0,959714000.0,86440885000.0,229391659000.0,104069950000.0,8461387000.0,78797000.0,78797000.0,,31424203000.0,25555301000.0,5868902000.0,32910827000.0,32876609000.0,34218000.0,26383836000.0,-14152804000.0,40536640000.0,563808000.0,21360911000.0,18611921000.0,0.0,125321709000.0,,0.0,2881148000.0,23078314000.0,-185942000.0,20552704000.0,319170000.0,2392382000.0,40498918000.0,190723000.0,17807606000.0,40865000000.0,40865000000.0,40865000000.0,13193016000.0,-6997720000.0,2611447000.0,1370811000.0,-13314411000.0,40865000000.0,36775293000.0,10723000.0,4078984000.0,-13296534000.0,-6666740000.0,-487621000.0,-2120216000.0,1370811000.0,1370811000.0,-4386273000.0,-4386273000.0,-6997720000.0,2611447000.0,-9131909000.0,-1740115000.0,1116599000.0,702844000.0,,,1165316000.0,4458772000.0,-3293456000.0,-9803847000.0,,-9803847000.0,-3104131000.0,406433000.0,-3510564000.0,26507427000.0,-3498586000.0,9316309000.0,33689209000.0,-7827561000.0,-16545339000.0,-716056000.0,1746925000.0,,9393462000.0,5165923000.0,4227539000.0,15216000.0,1761809000.0,-60951000.0,-10000414000.0,18403553000.0
