ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Gain On Sale Of Security,income_statement.Depreciation Amortization Depletion Income Statement,income_statement.Depreciation And Amortization In Income Statement,income_statement.Amortization,income_statement.Amortization Of Intangibles Income Statement,income_statement.Depreciation Income Statement,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Other Gand A,income_statement.Salaries And Wages,income_statement.Total Revenue,income_statement.Operating Revenue,income_statement.Other Non Interest Expense,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Preferred Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Derivative Product Liabilities,balance_sheet.Non Current Deferred Liabilities,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Line Of Credit,balance_sheet.Payables And Accrued Expenses,balance_sheet.Current Accrued Expenses,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Dividends Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Investments And Advances,balance_sheet.Available For Sale Securities,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Leases,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Prepaid Assets,balance_sheet.Receivables,balance_sheet.Other Receivables,balance_sheet.Accounts Receivable,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Cash Equivalents And Federal Funds Sold,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Capital Expenditure,cash_flow_statement.Interest Paid Supplemental Data,cash_flow_statement.Income Tax Paid Supplemental Data,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Cash Flow From Continuing Financing Activities,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Short Term Debt Payments,cash_flow_statement.Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Cash Flow From Continuing Investing Activities,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Sale Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Cash Flow From Continuing Operating Activities,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Working Capital,cash_flow_statement.Change In Other Current Liabilities,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Unrealized Gain Loss On Investment Securities,cash_flow_statement.Asset Impairment Charge,cash_flow_statement.Depreciation Amortization Depletion,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Amortization Of Intangibles,cash_flow_statement.Depreciation,cash_flow_statement.Operating Gains Losses,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Net Income From Continuing Operations
UWMC,UWM Holdings Corporation,Mortgage Finance,"UWM Holdings Corporation engages in the origination, sale, and servicing residential mortgage lending in the United States. The company offers mortgage loans through wholesale channel. It originates primarily conforming and government loans. UWM Holdings Corporation was founded in 1986 and is headquartered in Pontiac, Michigan.",9100,https://www.uwm.com,Pontiac,MI,United States,585 South Boulevard East,0.0,0.019592,,,14404000.0,48777000.0,17858000.0,490763000.0,508621000.0,14404000.0,14404000.0,,,,,14404000.0,14404000.0,14404000.0,-314971000.0,329375000.0,329375000.0,6582000.0,335957000.0,,,-215436000.0,45474000.0,45474000.0,,,,995780000.0,96782000.0,898998000.0,209838000.0,689160000.0,1415103000.0,1415103000.0,-5546000.0,,157940987.0,157940987.0,2868633000.0,3501442000.0,-3808361000.0,3537492000.0,-3808361000.0,125470000.0,161520000.0,3037492000.0,2053848000.0,1892328000.0,161520000.0,157837000.0,3523000.0,160000.0,160000.0,0.0,13617268000.0,38708000.0,82729000.0,82729000.0,3001442000.0,125470000.0,2875972000.0,87647000.0,500000000.0,500000000.0,500000000.0,567444000.0,127737000.0,439707000.0,105056000.0,159827000.0,174824000.0,15671116000.0,103013000.0,103013000.0,3969881000.0,3969881000.0,263122000.0,-145733000.0,408855000.0,164152000.0,6087000.0,116923000.0,121693000.0,,417955000.0,,417955000.0,507339000.0,1148893000.0,-6280950000.0,,-2303530000.0,6640432000.0,-39455000.0,476988000.0,2984000.0,507339000.0,497468000.0,9871000.0,3575274000.0,3575274000.0,-721894000.0,-39734000.0,-39734000.0,,,4336902000.0,,,,4336902000.0,-2303530000.0,6640432000.0,2676092000.0,2676092000.0,-4295000.0,7887000.0,7887000.0,2711955000.0,2711955000.0,-39455000.0,-39455000.0,-6241495000.0,-6241495000.0,-4045481000.0,-71761000.0,35870000.0,57063000.0,-2593107000.0,24580000.0,-550000.0,,48777000.0,48777000.0,,,,-5089000.0,,,329375000.0
