ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Derivative Product Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Tradeand Other Payables Non Current,balance_sheet.Non Current Deferred Revenue,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Prepaid Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Financial Assets,balance_sheet.Other Investments,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Long Term Equity Investment,balance_sheet.Investmentsin Joint Venturesat Cost,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Investmentsin Subsidiariesat Cost,balance_sheet.Investment Properties,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Restricted Cash,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Other Inventories,balance_sheet.Finished Goods,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Interest Paid Cff,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Dividends Received Cfi,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Gain Loss On Sale Of Business,cash_flow_statement.Net Income From Continuing Operations
WLMIY,Wilmar International Limited,Packaged Foods,"Wilmar International Limited, together with its subsidiaries, operates as an agribusiness company in the People's Republic of China, South East Asia, India, Europe, Australia, New Zealand, Africa, and internationally. It operates in four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oils, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products; and ready-to-eat meals and central kitchen products. Its Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in oil palm plantation and sugar milling activities, as well as production of compound fertilizers. Its Others segment provides logistics and jetty port services; and involvement in investment activities. The company also offers specialty fats; vegetarian food; agricultural and technical advisory services; management consulting, investment, industrial estate, warehousing, seaport, and e-commerce services; plastic package and bleaching earth; ethanol; molasses and co-generated electricity; grains; and beverages. In addition, it engages in the trading of electricity/power design; undertaking and erection of turnkey projects; owning, chartering, brokering, and management of ships; and operation of finance and treasury centers. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,https://www.wilmar-international.com,Singapore,,Singapore,Wilmar International,0.0,0.279,4246867000.0,,,1169814000.0,1298771000.0,62168298000.0,4246867000.0,2948096000.0,-807308000.0,1202990000.0,395682000.0,1169814000.0,1169814000.0,65056716000.0,,,,,1169814000.0,1169814000.0,0.0,1169814000.0,-58654000.0,1228468000.0,1228468000.0,516638000.0,1745106000.0,10156000.0,,-807308000.0,,1202990000.0,395682000.0,2322367000.0,2888418000.0,175191000.0,3113821000.0,1953444000.0,1160377000.0,5210785000.0,62168298000.0,67379083000.0,67379083000.0,160668100.0,6242733006.0,6403401106.0,25144073000.0,28350146000.0,14741638000.0,48210880000.0,3649820000.0,14741638000.0,,19860734000.0,26488134000.0,22391660000.0,2530926000.0,19860734000.0,475372000.0,14225308000.0,8458995000.0,8458995000.0,37180510000.0,7618684000.0,274184000.0,30137000.0,,,,437975000.0,6627400000.0,,6627400000.0,29561826000.0,594244000.0,21722746000.0,,21722746000.0,4277121000.0,,265861000.0,4011260000.0,59572170000.0,26360524000.0,53361000.0,,376938000.0,17617000.0,,488619000.0,488619000.0,3698789000.0,501087000.0,3197702000.0,0.0,299217000.0,5119096000.0,,,15619489000.0,,,,,,,,,33211646000.0,1335787000.0,870321000.0,,,12989327000.0,,,,,,7553220000.0,,,10462991000.0,7256918000.0,3206073000.0,,3206073000.0,-200121000.0,,,0.0,-1571892000.0,3042728000.0,4380758000.0,-1338030000.0,-1791564000.0,2033033000.0,-58563000.0,-796310000.0,-796310000.0,0.0,,0.0,-2820094000.0,-2820094000.0,,-918237000.0,-17202000.0,99713000.0,494810000.0,1505019000.0,-1010209000.0,-60055000.0,5794000.0,-65849000.0,-128000.0,-128000.0,-1446805000.0,124959000.0,-1571764000.0,1371771000.0,-436418000.0,511874000.0,-1152296000.0,-1351905000.0,1094527000.0,-1165570000.0,-1280862000.0,816413000.0,37404000.0,1298771000.0,1226000.0,1297545000.0,155675000.0,76060000.0,-6506000.0,-102516000.0,1745106000.0
