ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Depreciation And Amortization In Income Statement,income_statement.Depreciation Income Statement,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Defined Pension Benefit,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Financial Assets Designatedas Fair Value Through Profitor Loss Total,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Restricted Cash,balance_sheet.Inventory,balance_sheet.Inventories Adjustments Allowances,balance_sheet.Other Inventories,balance_sheet.Finished Goods,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Short Term Debt Payments,cash_flow_statement.Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Sale Of Intangibles,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Capital Expenditure Reported,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Net Income From Continuing Operations
LDSVF,Chocoladefabriken Lindt & Sprüngli AG,Confectioners,"Chocoladefabriken Lindt & Sprüngli AG, together with its subsidiaries, engages in the manufacture and sale of chocolate products worldwide. The company sells its products under the Lindt, Ghirardelli, Russell Stover, Whitman's, Caffarel, Hofbauer and Küfferle, and Pangburn's, Gold Bunny, and Lindor brands. It serves customers through a network of independent distributors, as well as through own shops. The company was founded in 1845 and is headquartered in Kilchberg, Switzerland.",14973,https://www.lindt-spruengli.com,Kilchberg,,Switzerland,Seestrasse 204,0.0,0.210267,1194700000.0,672300000.0,297300000.0,1904000000.0,1194700000.0,897400000.0,-32900000.0,46100000.0,13200000.0,672300000.0,672300000.0,4584300000.0,884200000.0,,,,,672300000.0,672300000.0,0.0,672300000.0,,672300000.0,672300000.0,179000000.0,851300000.0,-32900000.0,,46100000.0,13200000.0,884200000.0,2680300000.0,1397700000.0,297300000.0,297300000.0,3564500000.0,1904000000.0,5468500000.0,5468500000.0,2729.0,230084.0,232813.0,263100000.0,1664500000.0,3523300000.0,6033900000.0,1548800000.0,3523300000.0,470200000.0,4839600000.0,6013100000.0,4839600000.0,0.0,4839600000.0,289200000.0,5006700000.0,464100000.0,23300000.0,23300000.0,4317300000.0,2305800000.0,6500000.0,95300000.0,612700000.0,1567100000.0,393600000.0,1173500000.0,24200000.0,2011500000.0,97400000.0,76600000.0,20800000.0,15900000.0,885000000.0,353900000.0,116000000.0,415100000.0,9156900000.0,5596600000.0,100000.0,2174000000.0,169800000.0,0.0,0.0,1316300000.0,594300000.0,722000000.0,1936400000.0,-2107300000.0,4043700000.0,243000000.0,288200000.0,1746700000.0,414700000.0,1351100000.0,0.0,3560300000.0,252800000.0,83300000.0,941300000.0,-87800000.0,121300000.0,,680000000.0,227800000.0,166600000.0,1184400000.0,-36000000.0,1220400000.0,931900000.0,700000.0,931200000.0,360400000.0,570800000.0,868000000.0,-304900000.0,-329400000.0,437400000.0,188400000.0,-314000000.0,1014500000.0,462200000.0,12500000.0,539800000.0,-330200000.0,,-321700000.0,-321700000.0,-116500000.0,-304900000.0,188400000.0,108000000.0,-64300000.0,-77000000.0,12700000.0,172300000.0,-252400000.0,424700000.0,-312000000.0,-300000.0,,,,,,,2300000.0,2300000.0,,-314000000.0,1182000000.0,-138800000.0,15600000.0,-43200000.0,143800000.0,8100000.0,346800000.0,5800000.0,-155200000.0,55600000.0,179000000.0,297300000.0,,297300000.0,,400000.0,672300000.0
