ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Rent Expense Supplemental,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Impairment Of Capital Assets,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Depreciation And Amortization In Income Statement,income_statement.Amortization,income_statement.Depreciation Income Statement,income_statement.Research And Development,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Derivative Product Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Accrued Expenses,balance_sheet.Tradeand Other Payables Non Current,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Pensionand Other Post Retirement Benefit Plans Current,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Prepaid Assets,balance_sheet.Non Current Deferred Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Financial Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Financial Assets Designatedas Fair Value Through Profitor Loss Total,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Restricted Cash,balance_sheet.Prepaid Assets,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Interest Paid Cff,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Short Term Debt Payments,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Interest Received Cfi,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Capital Expenditure Reported,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Liabilities,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Prepaid Assets,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Net Income From Continuing Operations
FLUT,Flutter Entertainment plc,Gambling,"Flutter Entertainment plc operates as a sports betting and gaming company in the United States, the United Kingdom, Ireland, Australia, Italy, and internationally. It provides sportsbooks; iGaming products, such as blackjack, roulette, slot machines, poker, and rummy, as well as lottery products; and sports betting products, which include Betfair betting exchanges, daily fantasy sports, and horse racing wagering under the TVG brand. The company offers sports betting and gaming services through fanduel.com, tvg.com, betfair.com, paddypower.com, and paddypower.ie, sportsbet.com.au, pokerstars.com, betfair.com, sisal.it, jungleegames.com, maxbet.rs, and adjarabet.com websites under the FanDuel, Sky Betting & Gaming, Sportsbet, PokerStars, Paddy Power, Sisal, tombola, Betfair, TVG, Junglee Games, Adjarabet, and MaxBet brands, as well as live poker tours and events. It also provides business-to-business pricing and risk management services. The company was formerly known as Paddy Power Betfair plc and changed its name to Flutter Entertainment plc in 2019. Flutter Entertainment plc was incorporated in 1958 and is headquartered in New York, New York.",27345,https://www.flutter.com,New York,NY,United States,300 Park Avenue South,-92610000.0,0.21,2044000000.0,-441000000.0,-441000000.0,109000000.0,1097000000.0,7346000000.0,1603000000.0,506000000.0,-427000000.0,490000000.0,71000000.0,457390000.0,109000000.0,13179000000.0,,869000000.0,180000000.0,178000000.0,0.24,0.24,43000000.0,43000000.0,66000000.0,109000000.0,-53000000.0,162000000.0,162000000.0,-146000000.0,16000000.0,-11000000.0,14000000.0,,-3000000.0,-427000000.0,8000000.0,490000000.0,71000000.0,869000000.0,5833000000.0,,,,,820000000.0,5013000000.0,3205000000.0,1808000000.0,6702000000.0,7346000000.0,14048000000.0,14048000000.0,,177895367.0,177895367.0,3275000000.0,7283000000.0,-9423000000.0,16029000000.0,-246000000.0,-9423000000.0,547000000.0,9293000000.0,15976000000.0,11267000000.0,1974000000.0,9293000000.0,,,9573000000.0,1611000000.0,36000000.0,36000000.0,13241000000.0,8651000000.0,935000000.0,,,,,605000000.0,7111000000.0,428000000.0,6683000000.0,,4590000000.0,96000000.0,172000000.0,119000000.0,53000000.0,486000000.0,,786000000.0,520000000.0,266000000.0,24508000000.0,20164000000.0,175000000.0,,,267000000.0,,6000000.0,6000000.0,,18716000000.0,5364000000.0,13352000000.0,1000000000.0,-364000000.0,1364000000.0,507000000.0,607000000.0,,,250000000.0,4344000000.0,41000000.0,48000000.0,,393000000.0,173000000.0,98000000.0,3591000000.0,130000000.0,3461000000.0,1930000000.0,1531000000.0,941000000.0,-219000000.0,-1948000000.0,1684000000.0,30000000.0,-661000000.0,3509000000.0,3271000000.0,-84000000.0,322000000.0,-469000000.0,,,,-189000000.0,-219000000.0,30000000.0,-264000000.0,,,-264000000.0,-1948000000.0,1684000000.0,-811000000.0,,,10000000.0,10000000.0,-160000000.0,,-160000000.0,-136000000.0,-136000000.0,-144000000.0,0.0,-144000000.0,-381000000.0,1602000000.0,,-98000000.0,-252000000.0,212000000.0,-7000000.0,-40000000.0,-11000000.0,586000000.0,202000000.0,-348000000.0,1097000000.0,,1097000000.0,9000000.0,-15000000.0,,162000000.0
