ticker,name,industry,description,employees,website,city,state,country,address
EVDIX,Camelot Event Driven Institutional,,"To achieve the fund's investment objective, the adviser invests in the securities of publicly traded companies involved in mergers, takeovers, tender offers, leveraged buyouts, spin-offs, liquidations, or similar events (""corporate reorganizations""). A variety of strategies can be employed to capitalize on the mispricing of corporate securities during corporate reorganizations, including transactions involving common and preferred stock, debt instruments and derivative securities.",,,,,,"Parsippany, NJ 07054-3347"
