ticker,name,industry,description,employees,website,city,state,country,address
BTEKX,BlackRock Technology Opportunities K,,"The fund invests at least 80% of its net assets in equity securities issued by U.S. and non-U.S. technology companies in all market capitalization ranges, selected for their rapid and sustainable growth potential from the development, advancement and use of technology. It may invest in both developed and emerging markets. The fund invests primarily in common stock but may also invest in preferred stock and convertible securities. It may also invest in Rule 144A securities, which are privately placed securities purchased by qualified institutional buyers.",,,,,,WILMINGTON DE 19809
