ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Write Off,income_statement.Net Non Operating Interest Income Expense,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Depreciation And Amortization In Income Statement,income_statement.Amortization,income_statement.Depreciation Income Statement,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Defined Pension Benefit,balance_sheet.Non Current Deferred Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Net PPE,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Inventory,balance_sheet.Finished Goods,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Other Cash Adjustment Outside Changein Cash,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Dividend Received Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Provisionand Write Offof Assets,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Depreciation,cash_flow_statement.Pension And Employee Benefit Expense,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Net Income From Continuing Operations
NSANF,"Nissan Motor Co., Ltd.",Auto Manufacturers,"Nissan Motor Co., Ltd. manufactures and sells vehicles and automotive parts worldwide. It sells vehicles under the Nissan and Infiniti brands. The company offers vehicle and vehicle parts; engines, manual transmissions, and multiplier/reducer units; automotive parts; axles; and other related components. It also provides financial services, auto credit and car leasing, card business, insurance agency, and inventory finance, as well as engages in exterior and interior design for automobiles, and analysis of new materials and devices. In addition, the company engages in the provision of travel, environmental and engineering, production technology center, and facility services; ground and vehicle management, and information and measurement technology businesses; design, vehicle drawings and experiments, other engineering, electronic devices, and electronic equipment businesses; export and import of auto components and materials; and real estate businesses. Further, it is involved in planning and engineering of minicars and other related parts; and development, manufacturing, and sales of lithium-ion batteries for automotive use. Additionally, the company imports and sells Renault cars and parts; manages professional soccer club; and hold football and other sports event. The company was incorporated in 1933 and is headquartered in Yokohama, Japan.",,https://www.nissan-global.com,Yokohama,,Japan,"1-1, Takashima 1-chome",-14632250000.0,0.25,1374782000000.0,-58529000000.0,-58529000000.0,426649000000.0,638996000000.0,10618802000000.0,1316253000000.0,677257000000.0,-14516000000.0,78032000000.0,63516000000.0,470545750000.0,426649000000.0,12116998000000.0,568718000000.0,,,,,426649000000.0,426649000000.0,0.0,426649000000.0,-22903000000.0,449552000000.0,449552000000.0,149673000000.0,599225000000.0,59044000000.0,-102936000000.0,43964000000.0,58972000000.0,-14516000000.0,78032000000.0,63516000000.0,568718000000.0,1498196000000.0,386286000000.0,64255000000.0,1242000000.0,63013000000.0,549114000000.0,478016000000.0,71098000000.0,2066914000000.0,10618802000000.0,12685716000000.0,12685716000000.0,269511941.0,3740203171.0,4009715112.0,5777742000000.0,7811393000000.0,5795482000000.0,13656094000000.0,5956661000000.0,5795482000000.0,137250000000.0,5981951000000.0,11254795000000.0,6470543000000.0,488592000000.0,5981951000000.0,304000000.0,111377000000.0,4285508000000.0,826151000000.0,605814000000.0,605814000000.0,13384608000000.0,6457669000000.0,528758000000.0,154439000000.0,266541000000.0,5363310000000.0,90466000000.0,5272844000000.0,144621000000.0,6926939000000.0,1017875000000.0,2448083000000.0,46784000000.0,2401299000000.0,112678000000.0,2229210000000.0,2229210000000.0,19855151000000.0,6971551000000.0,291472000000.0,145819000000.0,4563000000.0,188411000000.0,1379078000000.0,1379078000000.0,186469000000.0,4763510000000.0,4763510000000.0,247191000000.0,338245000000.0,2939857000000.0,654425000000.0,583792000000.0,0.0,12883600000000.0,642320000000.0,2055605000000.0,1279001000000.0,100166000000.0,676438000000.0,7418200000000.0,635329000000.0,635329000000.0,2132146000000.0,235745000000.0,1896401000000.0,-298606000000.0,-119968000000.0,-1898986000000.0,2414133000000.0,-1259505000000.0,2126206000000.0,,2014387000000.0,95135000000.0,16684000000.0,-131551000000.0,24520000000.0,-58760000000.0,-119968000000.0,-119968000000.0,134388000000.0,-380759000000.0,515147000000.0,-1898986000000.0,2414133000000.0,-812664000000.0,-329256000000.0,-50408000000.0,8000000.0,-50416000000.0,6912000000.0,6912000000.0,0.0,-462808000000.0,796697000000.0,-1259505000000.0,960899000000.0,-227125000000.0,60234000000.0,-285054000000.0,69492000000.0,-110649000000.0,280483000000.0,-112150000000.0,-272508000000.0,303676000000.0,-17014000000.0,638996000000.0,638996000000.0,-686000000.0,,3864000000.0,599225000000.0
