ticker,name,industry,description,employees,website,city,state,country,address
BSFIX,Baron Small Cap Instl,,"The fund invests 80% of its net assets in equity securities in the form of common stock of U.S. small-sized growth companies. BAMCO, Inc. (""BAMCO"" or the ""Adviser"") defines small-sized companies as those, at the time of purchase, with market capitalizations up to the largest market cap stock in the Russell 2000 Growth Index at reconstitution, or companies with market capitalizations up to $2.5 billion, whichever is larger.",,,,,,"New York, NY 10153"
