ticker,name,industry,description,employees,website,city,state,country,address
MWIIX,TCW MetWest Intermediate Bond I,,"The fund pursues its objective by investing, under normal circumstances, at least 90% of its net assets in fixed-income securities rated investment grade or unrated securities determined by the Adviser to be of comparable quality. Up to 10% of the fund's net assets may be invested in securities rated below investment grade or unrated securities determined by the Adviser to be of comparable quality. The fund also invests at least 80% of its net assets, plus any borrowings for investment purposes, in fixed income securities it regards as bonds.",,,,,,LOS ANGELES CA 90017
