ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Rent Expense Supplemental,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Impairment Of Capital Assets,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Derivative Product Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Accrued Expenses,balance_sheet.Tradeand Other Payables Non Current,balance_sheet.Non Current Deferred Revenue,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Dividends Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Defined Pension Benefit,balance_sheet.Non Current Prepaid Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Financial Assets,balance_sheet.Other Investments,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Financial Assets Designatedas Fair Value Through Profitor Loss Total,balance_sheet.Long Term Equity Investment,balance_sheet.Investments In Other Ventures Under Equity Method,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Assets Held For Sale Current,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Finished Goods,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Other Cash Adjustment Outside Changein Cash,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Capital Expenditure Reported,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Dividend Received Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Pension And Employee Benefit Expense,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Gain Loss On Sale Of Business,cash_flow_statement.Net Income From Continuing Operations
DEO,Diageo plc,Beverages - Wineries & Distilleries,"Diageo plc, together with its subsidiaries, engages in the production, marketing, and sale of alcoholic beverages. The company offers scotch, gin, vodka, rum, raki, liqueur, wine, tequila, Chinese white spirits, cachaça, and brandy, as well as beer, including cider and flavored malt beverages. It also provides Chinese, Canadian, Irish, American, and Indian-Made Foreign Liquor whiskies, as well as flavored malt beverages, ready to drink, and non-alcoholic products. The company provides its products under the Johnnie Walker, Crown Royal, J&B, Buchanan's, Smirnoff, Cîroc, Ketel One, Captain Morgan, Baileys, Don Julio, Casamigos, Tanqueray, Guinness, Shui Jing Fang, Yenì, McDowell's, Don Papa, Aviation American, Seagram, Seagram's 7 Crown, Zacapa, Black Dog, Black & White, Signature, Royal Challenge, Godawan, Antiquity, Gordon's, Old Parr, Windsor, Bundaberg, Ypióca, Bulleit, and Bell's brand names. It operates in the United States, the United Kingdom, Türkiye, Australia, Korea, India, Greater China, Brazil, Mexico, South Africa, Nigeria, and internationally. The company was incorporated in 1886 and is headquartered in London, the United Kingdom.",30092,https://www.diageo.com,London,,United Kingdom,16 Great Marlborough Street,-7109890.10989,0.236996,7117000000.0,-30000000.0,-30000000.0,3870000000.0,493000000.0,8071000000.0,7087000000.0,6594000000.0,-925000000.0,1134000000.0,194000000.0,3892890109.89011,3870000000.0,14268000000.0,,6001000000.0,559750000.0,558500000.0,6.912,6.928,3870000000.0,3870000000.0,0.0,3870000000.0,-296000000.0,4166000000.0,4166000000.0,1294000000.0,5460000000.0,-29000000.0,29000000.0,,0.0,-925000000.0,-15000000.0,1134000000.0,194000000.0,6001000000.0,6197000000.0,2506000000.0,3691000000.0,3691000000.0,12198000000.0,8071000000.0,20269000000.0,20269000000.0,212264268.0,2220147656.0,2432411924.0,17486000000.0,21501000000.0,-4782000000.0,28648000000.0,5258000000.0,-4782000000.0,,10032000000.0,28648000000.0,12070000000.0,2038000000.0,10032000000.0,2250000000.0,9783000000.0,1703000000.0,887000000.0,887000000.0,33404000000.0,23536000000.0,,429000000.0,,304000000.0,,2947000000.0,18616000000.0,,18616000000.0,300000000.0,9868000000.0,,2885000000.0,,,97000000.0,6490000000.0,,,136000000.0,6354000000.0,45474000000.0,30348000000.0,1146000000.0,,143000000.0,,94000000.0,373000000.0,373000000.0,,5032000000.0,,,14814000000.0,,,8509000000.0,,,,,,,15126000000.0,,130000000.0,,9720000000.0,1131000000.0,7950000000.0,639000000.0,,304000000.0,3487000000.0,1485000000.0,355000000.0,1130000000.0,2595000000.0,-987000000.0,-2160000000.0,2612000000.0,21000000.0,-1510000000.0,1109000000.0,-30000000.0,1768000000.0,-33000000.0,-596000000.0,-3106000000.0,-233000000.0,-2242000000.0,-2242000000.0,-966000000.0,-987000000.0,21000000.0,452000000.0,452000000.0,-2160000000.0,2612000000.0,-1595000000.0,-52000000.0,87000000.0,-139000000.0,-1496000000.0,14000000.0,-1510000000.0,,4105000000.0,-1099000000.0,156000000.0,-1017000000.0,269000000.0,-768000000.0,-546000000.0,-156000000.0,-66000000.0,885000000.0,1294000000.0,493000000.0,,493000000.0,,,70000000.0,4166000000.0
