ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Discontinuous Operations,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Write Off,income_statement.Impairment Of Capital Assets,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Research And Development,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Retained Earnings,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Tradeand Other Payables Non Current,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Long Term Equity Investment,balance_sheet.Investmentsin Joint Venturesat Cost,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Assets Held For Sale Current,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Finished Goods,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Other Cash Adjustment Outside Changein Cash,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Other Cash Adjustment Inside Changein Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Short Term Debt Payments,cash_flow_statement.Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Dividends Received Cfi,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Net Investment Properties Purchase And Sale,cash_flow_statement.Sale Of Investment Properties,cash_flow_statement.Purchase Of Investment Properties,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Capital Expenditure Reported,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Net Income From Continuing Operations
CABGY,Carlsberg A/S,Beverages - Brewers,"Carlsberg A/S produces and markets beer and other beverage products in Denmark, China, the United Kingdom, and internationally. The company offers abbey beer, alcohol-free drinks, ale, American dark lager, Belgian ale, Belgian pale ale, bock, Bosomian Pilsners, brown ale, cider, dark lager, dubbel, energy drink, English pale ale, European dark and strong lager, European lager and pale lager, fruit beer, golden ale, hard seltzer, Hefeweizen, India pale ale, juices, Kellerbier, Kvass, lager, light beer, light pilsners, march beer, mead, mild lager, Münich, organic, pale ale, pale lager, pilsner, radler, ready-to-drink, red ale, seasonal brews, session, soft drink, sour, specialty, stout, strong pilsner, Vienna, water, wheat beer, white lager, and witbier under various brands. The company was founded in 1847 and is headquartered in Copenhagen, Denmark.",32098,https://www.carlsberggroup.com,Copenhagen,,Denmark,1 J. C. Jacobsens Gade,-99000000.0,0.198,16297000000.0,-500000000.0,-500000000.0,6858000000.0,4370000000.0,40631000000.0,15797000000.0,11427000000.0,-1069000000.0,1440000000.0,706000000.0,7259000000.0,9116000000.0,64260000000.0,11411000000.0,664610000.0,663130000.0,13.72,13.74,9116000000.0,9116000000.0,0.0,9116000000.0,-1147000000.0,10263000000.0,2258000000.0,8005000000.0,1982000000.0,9987000000.0,,-420000000.0,-133000000.0,35000000.0,284000000.0,234000000.0,-1069000000.0,335000000.0,1440000000.0,706000000.0,10751000000.0,23629000000.0,,142000000.0,23623000000.0,19242000000.0,4381000000.0,34380000000.0,40631000000.0,75011000000.0,75011000000.0,2178219.0,132078587.0,134256806.0,24475000000.0,38140000000.0,-24616000000.0,63788000000.0,-19698000000.0,-24616000000.0,2123000000.0,27771000000.0,53495000000.0,30612000000.0,2841000000.0,27771000000.0,25582000000.0,2685000000.0,2685000000.0,82716000000.0,36671000000.0,1495000000.0,1304000000.0,,4744000000.0,27392000000.0,1668000000.0,25724000000.0,1736000000.0,46045000000.0,9826000000.0,10748000000.0,455000000.0,10293000000.0,950000000.0,24521000000.0,1204000000.0,23317000000.0,113328000000.0,86981000000.0,2000000.0,2056000000.0,4674000000.0,,4674000000.0,52387000000.0,10769000000.0,41618000000.0,27050000000.0,-39910000000.0,66960000000.0,,46829000000.0,20131000000.0,26347000000.0,,1185000000.0,5953000000.0,3165000000.0,343000000.0,2445000000.0,2506000000.0,410000000.0,4692000000.0,-644000000.0,5336000000.0,11601000000.0,59000000.0,11542000000.0,6282000000.0,-1960000000.0,0.0,0.0,-5030000000.0,11510000000.0,,13382000000.0,11000000.0,-1883000000.0,2258000000.0,-13935000000.0,-6463000000.0,-3601000000.0,,-1960000000.0,-1960000000.0,-1364000000.0,-1364000000.0,,,0.0,0.0,0.0,-1518000000.0,389000000.0,792000000.0,2179000000.0,,,,66000000.0,254000000.0,-188000000.0,-362000000.0,-362000000.0,-4583000000.0,85000000.0,-4668000000.0,,11312000000.0,-2342000000.0,456000000.0,-1091000000.0,-637000000.0,-14000000.0,138000000.0,-22000000.0,-402000000.0,-75000000.0,100000000.0,4370000000.0,4370000000.0,-44000000.0,11411000000.0
