ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Average Dilution Earnings,income_statement.Net Income Common Stockholders,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Pretax Income,income_statement.Other Income Expense,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Write Off,income_statement.Earnings From Equity Interest,income_statement.Gain On Sale Of Security,income_statement.Net Non Operating Interest Income Expense,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Depreciation Amortization Depletion Income Statement,income_statement.Depreciation And Amortization In Income Statement,income_statement.Selling General And Administration,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Gains Losses Not Affecting Retained Earnings,balance_sheet.Other Equity Adjustments,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Preferred Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Preferred Securities Outside Stock Equity,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Deferred Liabilities,balance_sheet.Current Deferred Revenue,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Other Current Borrowings,balance_sheet.Commercial Paper,balance_sheet.Payables And Accrued Expenses,balance_sheet.Current Accrued Expenses,balance_sheet.Interest Payable,balance_sheet.Payables,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Receivables,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.Interest Paid Supplemental Data,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Cash Flow From Continuing Financing Activities,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Short Term Debt Payments,cash_flow_statement.Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Cash Flow From Continuing Investing Activities,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Cash Flow From Continuing Operating Activities,cash_flow_statement.Dividend Received Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Working Capital,cash_flow_statement.Change In Payables And Accrued Expense,cash_flow_statement.Change In Accrued Expense,cash_flow_statement.Change In Interest Payable,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Account Payable,cash_flow_statement.Change In Prepaid Assets,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Asset Impairment Charge,cash_flow_statement.Deferred Tax,cash_flow_statement.Deferred Income Tax,cash_flow_statement.Depreciation Amortization Depletion,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Operating Gains Losses,cash_flow_statement.Earnings Losses From Equity Investments,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Net Income From Continuing Operations
RCL,Royal Caribbean Cruises Ltd.,Travel Services,"Royal Caribbean Cruises Ltd. operates as a cruise company worldwide. The company operates cruises under the Royal Caribbean International, Celebrity Cruises, and Silversea Cruises brands, which comprise a range of itineraries. As of February 12, 2025, it operated 67 ships. Royal Caribbean Cruises Ltd. was founded in 1968 and is headquartered in Miami, Florida.",105950,https://www.rclinvestor.com,Miami,FL,United States,1050 Caribbean Way,0.0,0.21,6087000000.0,,,2877000000.0,1600000000.0,8652000000.0,6087000000.0,4487000000.0,-1574000000.0,1590000000.0,16000000.0,2877000000.0,2877000000.0,12377000000.0,4106000000.0,279000000.0,261000000.0,10.94,11.0,3052000000.0,175000000.0,2877000000.0,2877000000.0,-18000000.0,2896000000.0,2897000000.0,2897000000.0,363000000.0,103000000.0,,,260000000.0,,-1574000000.0,1590000000.0,16000000.0,4108000000.0,3725000000.0,1600000000.0,1600000000.0,2125000000.0,7833000000.0,8652000000.0,16485000000.0,16485000000.0,28468430.0,268899805.0,297368235.0,19688000000.0,20820000000.0,6755000000.0,27639000000.0,-8112000000.0,6755000000.0,744000000.0,7563000000.0,26036000000.0,7735000000.0,172000000.0,7563000000.0,-802000000.0,-802000000.0,2081000000.0,2612000000.0,7831000000.0,3000000.0,3000000.0,0.0,29335000000.0,19518000000.0,375000000.0,,19143000000.0,670000000.0,18473000000.0,9817000000.0,90000000.0,5496000000.0,5496000000.0,1677000000.0,74000000.0,1603000000.0,1603000000.0,,2554000000.0,1635000000.0,,919000000.0,919000000.0,37070000000.0,35365000000.0,2049000000.0,808000000.0,,808000000.0,32508000000.0,-15309000000.0,47817000000.0,1048000000.0,677000000.0,1668000000.0,887000000.0,1705000000.0,670000000.0,11000000.0,,265000000.0,371000000.0,371000000.0,,,388000000.0,388000000.0,1997000000.0,,-11943000000.0,10318000000.0,,-3268000000.0,1210000000.0,388000000.0,497000000.0,-6000000.0,-103000000.0,-1922000000.0,-1922000000.0,-190000000.0,-107000000.0,-107000000.0,,,,-1625000000.0,,,,-1625000000.0,-11943000000.0,10318000000.0,-3446000000.0,-3446000000.0,5000000.0,-116000000.0,14000000.0,-130000000.0,-67000000.0,-67000000.0,-3268000000.0,,-3268000000.0,5265000000.0,5265000000.0,,204000000.0,186000000.0,120000000.0,0.0,,120000000.0,120000000.0,-137000000.0,-17000000.0,52000000.0,18000000.0,267000000.0,,0.0,0.0,1600000000.0,1600000000.0,280000000.0,-260000000.0,77000000.0,,2896000000.0
