ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Write Off,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Tradeand Other Payables Non Current,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Prepaid Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Long Term Equity Investment,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Finished Goods,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Dividend Received Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Provisionand Write Offof Assets,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Pension And Employee Benefit Expense,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Net Income From Continuing Operations
BDWBF,Budweiser Brewing Company APAC Limited,Beverages - Brewers,"Budweiser Brewing Company APAC Limited, an investment holding company, produces, imports, markets, distributes, and sells beer and other non-beer beverages primarily in China, South Korea, India, Vietnam, and the other Asia Pacific regions. It offers a portfolio of beer brands, including Budweiser, Stella Artois, Corona, Hoegaarden, Cass, and Harbin. The company also offers ready-to-drink products, energy drinks, and spirits. The company was founded in 1876 and is headquartered in Causeway Bay, Hong Kong. Budweiser Brewing Company APAC Limited is a subsidiary of AB InBev Brewing Company (APAC) Limited.",21000,https://www.budweiserapac.com,Causeway Bay,,Hong Kong,Hysan Place,-6897000.0,0.363,1853000000.0,-19000000.0,-19000000.0,726000000.0,647000000.0,3099000000.0,1834000000.0,1187000000.0,25000000.0,27000000.0,60000000.0,738103000.0,726000000.0,5129000000.0,1098000000.0,13291113697.0,13187234556.0,0.0546,0.0551,726000000.0,726000000.0,0.0,726000000.0,-24000000.0,750000000.0,750000000.0,410000000.0,1160000000.0,-19000000.0,-39000000.0,21000000.0,37000000.0,25000000.0,8000000.0,27000000.0,60000000.0,1117000000.0,2030000000.0,2102000000.0,1625000000.0,477000000.0,3147000000.0,3099000000.0,6246000000.0,6246000000.0,50286546.0,13193110454.0,13243397000.0,204000000.0,2584000000.0,10278000000.0,-101000000.0,2584000000.0,110000000.0,10184000000.0,10184000000.0,10240000000.0,56000000.0,10184000000.0,80000000.0,4698000000.0,43591000000.0,0.0,0.0,4538000000.0,605000000.0,3000000.0,57000000.0,37000000.0,375000000.0,68000000.0,68000000.0,,65000000.0,3933000000.0,,136000000.0,42000000.0,94000000.0,9000000.0,2369000000.0,275000000.0,461000000.0,1633000000.0,14778000000.0,10946000000.0,13000000.0,38000000.0,198000000.0,504000000.0,504000000.0,7600000000.0,1655000000.0,5945000000.0,2585000000.0,-4050000000.0,6635000000.0,54000000.0,106000000.0,4631000000.0,1844000000.0,0.0,3832000000.0,16000000.0,29000000.0,40000000.0,376000000.0,162000000.0,70000000.0,144000000.0,13000000.0,83000000.0,360000000.0,2915000000.0,48000000.0,2867000000.0,115000000.0,2752000000.0,755000000.0,0.0,-131000000.0,47000000.0,,-379000000.0,2867000000.0,3141000000.0,-96000000.0,-178000000.0,-903000000.0,-8000000.0,-698000000.0,-698000000.0,0.0,0.0,,-84000000.0,-84000000.0,-131000000.0,47000000.0,-409000000.0,-23000000.0,6000000.0,,-24000000.0,-24000000.0,-368000000.0,11000000.0,-379000000.0,1134000000.0,-368000000.0,60000000.0,-23000000.0,11000000.0,-333000000.0,-335000000.0,25000000.0,76000000.0,-47000000.0,70000000.0,,410000000.0,647000000.0,56000000.0,591000000.0,-4000000.0,-43000000.0,750000000.0
