ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Discontinuous Operations,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Income Expense,income_statement.Other Non Operating Income Expenses,income_statement.Net Non Operating Interest Income Expense,income_statement.Interest Expense Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Other Gand A,income_statement.Salaries And Wages,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Gains Losses Not Affecting Retained Earnings,balance_sheet.Other Equity Adjustments,balance_sheet.Foreign Currency Translation Adjustments,balance_sheet.Unrealized Gain Loss,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Liabilities Heldfor Sale Non Current,balance_sheet.Preferred Securities Outside Stock Equity,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Deferred Liabilities,balance_sheet.Current Deferred Revenue,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Other Current Borrowings,balance_sheet.Pensionand Other Post Retirement Benefit Plans Current,balance_sheet.Current Provisions,balance_sheet.Payables And Accrued Expenses,balance_sheet.Current Accrued Expenses,balance_sheet.Payables,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Leases,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Assets Held For Sale Current,balance_sheet.Current Deferred Assets,balance_sheet.Restricted Cash,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Finished Goods,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Receivables,balance_sheet.Other Receivables,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.Interest Paid Supplemental Data,cash_flow_statement.Income Tax Paid Supplemental Data,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Cash Flow From Discontinued Operation,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Cash Flow From Continuing Financing Activities,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Proceeds From Stock Option Exercised,cash_flow_statement.Net Preferred Stock Issuance,cash_flow_statement.Preferred Stock Issuance,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Cash Flow From Continuing Investing Activities,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Cash Flow From Continuing Operating Activities,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Working Capital,cash_flow_statement.Change In Other Current Liabilities,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payables And Accrued Expense,cash_flow_statement.Change In Accrued Expense,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Account Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Changes In Account Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Asset Impairment Charge,cash_flow_statement.Depreciation Amortization Depletion,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Amortization Of Intangibles,cash_flow_statement.Depreciation,cash_flow_statement.Operating Gains Losses,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Income From Continuing Operations
TDUP,ThredUp Inc.,Internet Retail,"ThredUp Inc., together with its subsidiaries, operates an online resale platform in the United States. Its platform enables consumers to buy and sell primarily secondhand apparel, shoes, and accessories. ThredUp Inc. was incorporated in 2009 and is headquartered in Oakland, California.",1630,https://www.thredup.com,Oakland,CA,United States,969 Broadway,0.0,0.21,-20117000.0,-39999000.0,17328000.0,52906000.0,-20117000.0,-37445000.0,-2525000.0,2525000.0,-39999000.0,-76986000.0,300650000.0,-40619000.0,111960000.0,111960000.0,-0.69,-0.69,-76986000.0,-76986000.0,,-76986000.0,-76986000.0,-36987000.0,-39999000.0,29000.0,-39970000.0,3174000.0,3174000.0,-2525000.0,2525000.0,-40619000.0,247744000.0,142210000.0,105534000.0,48639000.0,56895000.0,56895000.0,,207125000.0,52906000.0,260031000.0,260031000.0,116134000.0,116134000.0,58840000.0,45555000.0,78307000.0,-4602000.0,45555000.0,36834000.0,56301000.0,74452000.0,56301000.0,56301000.0,3000.0,3000.0,,,-555861000.0,612148000.0,11000.0,11000.0,114924000.0,53400000.0,2760000.0,0.0,,50640000.0,32489000.0,18151000.0,61524000.0,,15562000.0,15562000.0,8200000.0,4345000.0,3855000.0,3855000.0,3438000.0,3052000.0,31272000.0,5196000.0,26076000.0,2608000.0,23468000.0,171225000.0,114302000.0,6224000.0,10746000.0,,10746000.0,97332000.0,-61118000.0,158450000.0,23901000.0,5583000.0,28853000.0,100113000.0,0.0,56922000.0,8489000.0,0.0,,,,690000.0,,,,3567000.0,,3567000.0,44176000.0,12325000.0,31851000.0,-1681000.0,,-4000000.0,,,-6584000.0,2397000.0,,40488000.0,61469000.0,-586000.0,-20395000.0,-10646000.0,-4392000.0,-4392000.0,-4059000.0,3667000.0,,,,,,-4000000.0,-4000000.0,-4000000.0,,-10260000.0,-10260000.0,-3676000.0,28100000.0,-31776000.0,,,-6584000.0,-6584000.0,4903000.0,4903000.0,-2793000.0,,-4889000.0,822000.0,-2342000.0,-561000.0,-1781000.0,-1781000.0,2134000.0,1482000.0,1482000.0,4520000.0,25847000.0,,17328000.0,17328000.0,,,,,,-39999000.0
