ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Special Income Charges,income_statement.Impairment Of Capital Assets,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Research And Development,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Derivative Product Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Payables,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Prepaid Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Long Term Equity Investment,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Current Deferred Assets,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Inventories Adjustments Allowances,balance_sheet.Finished Goods,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Other Cash Adjustment Outside Changein Cash,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Sale Of Intangibles,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Liabilities,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Provisionand Write Offof Assets,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Income From Continuing Operations
UBSFY,Ubisoft Entertainment SA,Electronic Gaming & Multimedia,"Ubisoft Entertainment SA produce, publishes, and distributes video games for consoles, PC, smartphones, and tablets in both physical and digital formats in Europe, North America, and internationally. The company designs and develops software, including scenarios, animation, gameplay, layouts, and game rules, as well as develops design tools and game engines. Ubisoft Entertainment SA was incorporated in 1986 and is headquartered in Saint-Mandé, France.",17782,https://www.ubisoft.com,Saint-Mandé,,France,"2, avenue Pasteur",-76000.0,0.38,1105600000.0,-200000.0,-200000.0,157800000.0,776000000.0,204200000.0,1105400000.0,329400000.0,-52800000.0,74800000.0,24900000.0,157924000.0,157800000.0,1987100000.0,313600000.0,736742275.0,622301995.0,0.248,0.254,157800000.0,157800000.0,0.0,157800000.0,-100000.0,157900000.0,157800000.0,96800000.0,254600000.0,-200000.0,200000.0,-52800000.0,2900000.0,74800000.0,24900000.0,313800000.0,1782900000.0,7500000.0,1071000000.0,704400000.0,413300000.0,291100000.0,2096700000.0,204200000.0,2300900000.0,2300900000.0,0.0,127449605.0,127449605.0,985100000.0,2509400000.0,-550400000.0,4066900000.0,1235200000.0,-550400000.0,319100000.0,1876600000.0,3683300000.0,1879200000.0,2600000.0,1876600000.0,-100000.0,157800000.0,675000000.0,9900000.0,9900000.0,3242400000.0,2184900000.0,23400000.0,0.0,20300000.0,36900000.0,2082400000.0,275700000.0,1806700000.0,21900000.0,1057500000.0,258800000.0,427000000.0,43400000.0,383600000.0,230700000.0,73600000.0,157100000.0,5121600000.0,2828900000.0,100000.0,9500000.0,186600000.0,41000000.0,41000000.0,0.0,0.0,2427000000.0,2353700000.0,73300000.0,164400000.0,-309900000.0,474300000.0,8500000.0,,417500000.0,43300000.0,5000000.0,0.0,2292700000.0,100000.0,100000.0,,48600000.0,8800000.0,,8800000.0,82200000.0,201500000.0,746200000.0,-5300000.0,751500000.0,1205200000.0,,1205200000.0,81100000.0,1124100000.0,-465600000.0,,-978500000.0,1170800000.0,56400000.0,-1003200000.0,1202400000.0,,1464600000.0,3100000.0,-265300000.0,204700000.0,-100000.0,56400000.0,,56400000.0,192300000.0,192300000.0,-978500000.0,1170800000.0,-1007600000.0,100000.0,-5600000.0,-5600000.0,,-975600000.0,100000.0,-975700000.0,-27500000.0,-27500000.0,537600000.0,-110700000.0,-455200000.0,61500000.0,-94900000.0,39000000.0,20000000.0,-480800000.0,17200000.0,59600000.0,-4600000.0,96800000.0,776000000.0,677600000.0,98400000.0,500000.0,157900000.0
