ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Rent Expense Supplemental,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Special Income Charges,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Depreciation And Amortization In Income Statement,income_statement.Amortization,income_statement.Depreciation Income Statement,income_statement.Rent And Landing Fees,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Pensionand Other Post Retirement Benefit Plans Current,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Non Current Prepaid Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Restricted Cash,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Provisionand Write Offof Assets,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Net Income From Continuing Operations
EVVTY,Evolution AB (publ),Gambling,"Evolution AB (publ) develops, produces, markets, and licenses online casino systems to gaming operators in Europe, Asia, North America, Latin America, and internationally. It offers casino and live games shows under the Evolution and Ezugi brands; online casino under the NetEnt brand name; and casino games and software comprising jackpot system, a smart spins bonus management application, and tournaments gamification under the Red Tiger brand. It also provides slots titles and game mechanics under the Big Time Gaming brand; online casino platform and games under the Nolimit City brand name; HD spinning gaming wheels under the DigiWheel brand; and B2B social streaming games under the Livespins brand name. The company was formerly known as Evolution Gaming Group AB (publ). Evolution AB (publ) was founded in 2006 and is headquartered in Stockholm, Sweden.",16368,https://www.evolution.com,Stockholm,,Sweden,Hamngatan 11,20392830.0,0.135,1436458000.0,151058000.0,151058000.0,1244015000.0,142222000.0,-49197000.0,1587516000.0,1445294000.0,15676000.0,6370000.0,22335000.0,1113349830.0,1244015000.0,794590000.0,444000.0,1419553000.0,210473394.0,209562751.0,5.91,5.94,1244015000.0,1244015000.0,0.0,1244015000.0,1244015000.0,1244015000.0,194909000.0,1438924000.0,151058000.0,-151058000.0,15676000.0,289000.0,6370000.0,22335000.0,1268495000.0,843787000.0,214089000.0,142222000.0,,142222000.0,444000.0,2112282000.0,-49197000.0,2063085000.0,2063085000.0,5270961.0,206562243.0,211833204.0,93662000.0,1002912000.0,3971835000.0,902806000.0,1002912000.0,93662000.0,3971835000.0,3971835000.0,3971835000.0,3971835000.0,1809433000.0,2429053000.0,650000.0,650000.0,1374937000.0,271849000.0,129869000.0,1610000.0,62976000.0,77394000.0,77394000.0,1103088000.0,31349000.0,16268000.0,16268000.0,,55946000.0,,973294000.0,957241000.0,16053000.0,5346772000.0,3340878000.0,10037000.0,9302000.0,101324000.0,101324000.0,2968923000.0,692399000.0,2276524000.0,251292000.0,-181358000.0,432650000.0,18329000.0,144736000.0,123665000.0,141790000.0,4130000.0,0.0,2005894000.0,14400000.0,32557000.0,9142000.0,12610000.0,741126000.0,408985000.0,-9994000.0,418979000.0,787074000.0,787074000.0,,1164291000.0,-677988000.0,,17448000.0,-136713000.0,801474000.0,985756000.0,763000.0,-185045000.0,-1238078000.0,-559266000.0,-559266000.0,-660540000.0,-677988000.0,17448000.0,,,,-247971000.0,-103675000.0,-7583000.0,,-7583000.0,-71395000.0,-71395000.0,-65318000.0,-65318000.0,1301004000.0,-74419000.0,20959000.0,-371000.0,-58879000.0,-1015000.0,2480000.0,-60344000.0,-151042000.0,,142222000.0,,142222000.0,1605000.0,1376000.0,1419553000.0
