ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Write Off,income_statement.Impairment Of Capital Assets,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Research And Development,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Tradeand Other Payables Non Current,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Long Term Equity Investment,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Inventories Adjustments Allowances,balance_sheet.Other Inventories,balance_sheet.Finished Goods,balance_sheet.Raw Materials,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Capital Expenditure Reported,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Income From Continuing Operations
LRLCF,L'Oréal S.A.,Household & Personal Products,"L'Oréal S.A., through its subsidiaries, manufactures and sells cosmetic products for women and men worldwide. The company operates through four divisions: Professional Products, Consumer Products, Luxe, and Dermatological Beauty. It offers skincare, make-up, hair colourants, haircare, perfumes, and hygiene products. The company provides its products under the L'Oréal Paris, Garnier, Maybelline New York, NYX Professional Makeup, Stylenanda, Essie, Dark & Lovely, Mixa, L'Oréal Professionnel Paris, Kérastase, Redken, Matrix, Pureology, Lancôme, Yves Saint Laurent Beauté, Armani Beauty, Kiehl's, Helena Rubinstein, Aesop, Biotherm, Valentino, Prada, Shu Uemura, IT Cosmetics, Mugler, Ralph Lauren, Urban Decay, Azzaro, Maison Margiela, Viktor&Rolf, Takami, La RochePosay, CeraVe, Vichy, SkinCeuticals, and Skinbetter Science brand names. It sells its products through distribution channels, such as hair salons, local stores, e-commerce, travel retail, mass market retail, department store perfumeries, pharmacies, drug stores, medi-spas, and free-standing stores. L'Oréal S.A. was founded in 1909 and is headquartered in Clichy, France.",94397,https://www.loreal.com,Clichy,,France,"41, Rue Martre",-72427849.257076,0.238957,10975600000.0,-303100000.0,-303100000.0,6408700000.0,1855300000.0,11227000000.0,10672500000.0,8817200000.0,-261400000.0,384300000.0,148700000.0,6639372150.742924,6408700000.0,34799300000.0,8687500000.0,536078431.0,534503753.0,11.95,11.99,6408700000.0,6408700000.0,0.0,6408700000.0,-7800000.0,6416500000.0,6416500000.0,2015100000.0,8432900000.0,-134600000.0,-303100000.0,15200000.0,,50800000.0,237100000.0,-261400000.0,25800000.0,384300000.0,148700000.0,8687500000.0,23572300000.0,1354700000.0,22217600000.0,14008900000.0,8208700000.0,32259800000.0,11227000000.0,43486800000.0,43486800000.0,,534312021.0,534312021.0,2516100000.0,8495000000.0,15156500000.0,39701700000.0,1837500000.0,15156500000.0,1926600000.0,33133300000.0,38320400000.0,33137800000.0,4500000.0,33133300000.0,,0.0,6408700000.0,3444300000.0,106900000.0,106900000.0,23215600000.0,8579600000.0,,668900000.0,224300000.0,964500000.0,6645100000.0,1458000000.0,5187100000.0,76800000.0,14636000000.0,375200000.0,1849900000.0,468600000.0,1381300000.0,1093100000.0,9219700000.0,315100000.0,2436100000.0,6468500000.0,56353400000.0,39879900000.0,471400000.0,973300000.0,14210700000.0,14210700000.0,126400000.0,,17976800000.0,4594800000.0,13382000000.0,5965300000.0,-7421600000.0,13386900000.0,3302300000.0,6154500000.0,1134100000.0,2796000000.0,0.0,16473500000.0,585300000.0,150100000.0,522500000.0,4630100000.0,-484300000.0,,4019200000.0,1095200000.0,902300000.0,5601800000.0,-29200000.0,5631000000.0,4081400000.0,29100000.0,4052300000.0,1829300000.0,2223000000.0,6644300000.0,-497500000.0,-7900000.0,1529400000.0,69900000.0,-1641700000.0,4052300000.0,4288100000.0,-32800000.0,-203000000.0,-4785100000.0,-13900000.0,-3614900000.0,-3614900000.0,-427600000.0,-497500000.0,69900000.0,-254400000.0,-1775900000.0,1521500000.0,-7900000.0,1529400000.0,-3703900000.0,100000.0,-1927000000.0,-148900000.0,,-1628100000.0,13600000.0,-1641700000.0,,8286000000.0,-226600000.0,322500000.0,78800000.0,-121200000.0,-506700000.0,21100000.0,239100000.0,-37400000.0,1855300000.0,1855300000.0,15200000.0,6408700000.0
