ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Discontinuous Operations,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Impairment Of Capital Assets,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Derivative Product Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Financial Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Long Term Equity Investment,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Assets Held For Sale Current,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Inventories Adjustments Allowances,balance_sheet.Other Inventories,balance_sheet.Finished Goods,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Other Cash Adjustment Outside Changein Cash,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Other Cash Adjustment Inside Changein Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Sale Of Intangibles,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Capital Expenditure Reported,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Provisionand Write Offof Assets,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Gain Loss On Sale Of Business,cash_flow_statement.Net Income From Continuing Operations
PDRDF,Pernod Ricard SA,Beverages - Wineries & Distilleries,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. Pernod Ricard SA was founded in 1805 and is headquartered in Paris, France.",19557,https://www.pernod-ricard.com,Paris,,France,"5, cours Paul Ricard",-126720000.0,0.33,3572000000.0,-384000000.0,-384000000.0,1476000000.0,441000000.0,4623000000.0,3188000000.0,2747000000.0,-419000000.0,458000000.0,68000000.0,1733280000.0,1476000000.0,8489000000.0,2724000000.0,253188307.0,252595588.0,5.83,5.84,1476000000.0,1476000000.0,0.0,1476000000.0,-38000000.0,1514000000.0,0.0,1516000000.0,766000000.0,2289000000.0,,-384000000.0,-257000000.0,499000000.0,142000000.0,-419000000.0,29000000.0,458000000.0,68000000.0,3109000000.0,3866000000.0,1994000000.0,1872000000.0,1872000000.0,6975000000.0,4623000000.0,11598000000.0,11598000000.0,2027013.0,251301735.0,253328748.0,10487000000.0,13618000000.0,-3291000000.0,28919000000.0,6220000000.0,-3291000000.0,448000000.0,15749000000.0,26789000000.0,16797000000.0,1048000000.0,15749000000.0,,12304000000.0,3052000000.0,393000000.0,393000000.0,22388000000.0,15147000000.0,1000000.0,11000000.0,277000000.0,3153000000.0,11392000000.0,352000000.0,11040000000.0,313000000.0,7241000000.0,,2226000000.0,96000000.0,2130000000.0,158000000.0,4685000000.0,750000000.0,1005000000.0,2930000000.0,39185000000.0,25725000000.0,,1713000000.0,0.0,740000000.0,740000000.0,58000000.0,58000000.0,19040000000.0,12234000000.0,6806000000.0,3982000000.0,-2874000000.0,6856000000.0,645000000.0,3661000000.0,,2175000000.0,375000000.0,0.0,13461000000.0,8000000.0,395000000.0,169000000.0,8255000000.0,,,,,,23000000.0,347000000.0,1581000000.0,-91000000.0,1672000000.0,2683000000.0,2683000000.0,954000000.0,-1357000000.0,2815000000.0,-773000000.0,2683000000.0,,1609000000.0,232000000.0,842000000.0,0.0,-209000000.0,,-1208000000.0,,-334000000.0,1458000000.0,1458000000.0,-1357000000.0,2815000000.0,-676000000.0,,89000000.0,334000000.0,-245000000.0,,-765000000.0,8000000.0,-773000000.0,,,,1727000000.0,-547000000.0,19000000.0,-355000000.0,-768000000.0,,,,,432000000.0,45000000.0,-37000000.0,766000000.0,441000000.0,441000000.0,-287000000.0,,1476000000.0
