ticker,name,industry,description,employees,website,city,state,country,address
FTVAX,FullerThaler Behav Md-Cp Val A,,"The fund seeks to achieve its objective by investing at least 80% of its net assets (plus borrowings for investment purposes) in common stocks of medium capitalization (""mid-cap"") companies based in the U.S. (""80% Policy""). It may also invest a portion of its assets in real estate investment trusts (""REITs"").",,,,,,Indianapolis IN 46208
