ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Preferred Stock Dividends,income_statement.Net Income,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Impairment Of Capital Assets,income_statement.Gain On Sale Of Security,income_statement.Depreciation Amortization Depletion Income Statement,income_statement.Depreciation And Amortization In Income Statement,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Other Gand A,income_statement.Salaries And Wages,income_statement.Total Revenue,income_statement.Operating Revenue,income_statement.Occupancy And Equipment,income_statement.Professional Expense And Contract Services Expense,income_statement.Other Non Interest Expense,balance_sheet.Treasury Shares Number,balance_sheet.Preferred Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Preferred Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Gains Losses Not Affecting Retained Earnings,balance_sheet.Other Equity Adjustments,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Preferred Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Preferred Securities Outside Stock Equity,balance_sheet.Derivative Product Liabilities,balance_sheet.Employee Benefits,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Other Current Borrowings,balance_sheet.Commercial Paper,balance_sheet.Payables And Accrued Expenses,balance_sheet.Current Accrued Expenses,balance_sheet.Payables,balance_sheet.Total Tax Payable,balance_sheet.Income Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Investments And Advances,balance_sheet.Held To Maturity Securities,balance_sheet.Available For Sale Securities,balance_sheet.Trading Securities,balance_sheet.Long Term Equity Investment,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Other Properties,balance_sheet.Receivables,balance_sheet.Other Receivables,balance_sheet.Accounts Receivable,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Cash Equivalents And Federal Funds Sold,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.Interest Paid Supplemental Data,cash_flow_statement.Income Tax Paid Supplemental Data,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Cash Flow From Continuing Financing Activities,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Preferred Stock Issuance,cash_flow_statement.Preferred Stock Payments,cash_flow_statement.Preferred Stock Issuance,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Cash Flow From Continuing Investing Activities,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Cash Flow From Continuing Operating Activities,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Working Capital,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Deferred Tax,cash_flow_statement.Deferred Income Tax,cash_flow_statement.Depreciation Amortization Depletion,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Operating Gains Losses,cash_flow_statement.Net Income From Continuing Operations
GS,"The Goldman Sachs Group, Inc.",Capital Markets,"The Goldman Sachs Group, Inc., a financial institution, provides a range of financial services for corporations, financial institutions, governments, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. It operates through Global Banking & Markets, Asset & Wealth Management, and Platform Solutions segments. The Global Banking & Markets segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, corporate defense activities, restructurings, and spin-offs; equity and debt underwriting of public offerings and private placements; relationship lending and acquisition financing; secured lending through structured credit and asset-backed lending, such as warehouse, residential and commercial mortgage, corporate, consumer, auto, and student loans; financing through securities purchased under agreements to resell; and commodity financing through structured transactions. This segment also offers client execution activities for cash and derivative instruments; credit and interest rate products; and provision of mortgages, currencies, commodities, and equities related products. Its Asset & Wealth Management segment manages assets across various classes, including equity, fixed income, hedge funds, credit funds, private equity, real estate, currencies, commodities, and asset allocation strategies; and provides customized investment advisory solutions, wealth advisory services, personalized financial planning, and private banking services, as well as invests in corporate equity, credit, real estate, and infrastructure assets. The Platform Solutions segment offers credit cards; and transaction banking and other services, such as deposit-taking, payment solutions, and other cash management services for corporate and institutional clients. The Goldman Sachs Group, Inc. was founded in 1869 and is headquartered in New York, New York.",46600,https://www.goldmansachs.com,New York,NY,United States,200 West Street,-104160000.0,0.224,-465000000.0,-465000000.0,14276000000.0,2392000000.0,8056000000.0,73341000000.0,81397000000.0,14636840000.0,14276000000.0,333600000.0,328100000.0,40.54,41.07,13525000000.0,13525000000.0,751000000.0,14276000000.0,14276000000.0,14276000000.0,4121000000.0,18397000000.0,-465000000.0,237000000.0,228000000.0,0.0,2392000000.0,2392000000.0,17352000000.0,646000000.0,16706000000.0,,16706000000.0,53512000000.0,53512000000.0,973000000.0,1652000000.0,10933000000.0,616845961.0,91998000.0,310653708.0,927499669.0,158401000000.0,342555000000.0,102043000000.0,449236000000.0,115296000000.0,2062000000.0,108743000000.0,13253000000.0,371865000000.0,121996000000.0,121996000000.0,5148000000.0,-2702000000.0,-2702000000.0,108500000000.0,153412000000.0,61376000000.0,13262000000.0,9000000.0,13253000000.0,1553976000000.0,401000000.0,74980000000.0,8786000000.0,251931000000.0,2062000000.0,249869000000.0,90624000000.0,90624000000.0,90624000000.0,0.0,236226000000.0,9427000000.0,226799000000.0,3544000000.0,3544000000.0,223255000000.0,1675972000000.0,707730000000.0,63264000000.0,83731000000.0,523216000000.0,1059000000.0,6700000000.0,847000000.0,5853000000.0,9991000000.0,-13640000000.0,23631000000.0,23631000000.0,151213000000.0,17496000000.0,133717000000.0,36460000000.0,182092000000.0,362154000000.0,-15303000000.0,-10200000000.0,-76555000000.0,72495000000.0,4239000000.0,-2091000000.0,72623000000.0,3673000000.0,182092000000.0,241577000000.0,-3972000000.0,-55513000000.0,7323000000.0,7323000000.0,1306000000.0,-4497000000.0,,2039000000.0,-2200000000.0,4239000000.0,-8000000000.0,-8000000000.0,,10581000000.0,14641000000.0,-4060000000.0,-76555000000.0,72495000000.0,-49624000000.0,-49624000000.0,-35723000000.0,56373000000.0,-92096000000.0,3622000000.0,,-478000000.0,1613000000.0,-2091000000.0,-13212000000.0,-13212000000.0,-33091000000.0,-102210000000.0,2663000000.0,-800000000.0,-800000000.0,2392000000.0,2392000000.0,,14276000000.0
