ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Net Non Operating Interest Income Expense,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Selling General And Administration,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Available For Sale Securities,balance_sheet.Long Term Equity Investment,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Gross PPE,balance_sheet.Other Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Inventory,balance_sheet.Other Receivables,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Other Cash Adjustment Outside Changein Cash,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Received Cfo,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Dividend Received Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Liabilities,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Gain Loss On Sale Of Business,cash_flow_statement.Net Income From Continuing Operations
MHVYF,"Mitsubishi Heavy Industries, Ltd.",Specialty Industrial Machinery,"Mitsubishi Heavy Industries, Ltd. manufactures and sells heavy machinery worldwide. It operates through Energy Systems; Plants & Infrastructure Systems; Logistics, Thermal & Drive Systems; and Aircraft, Defense & Space segments. The company offers thermal, renewable energy, nuclear power generation, and engine power plants; oil and gas production plants; lithium-ion battery products and fuel cells; civil aircrafts and engines, aviation equipment, and maintenance, repair, and overhaul of aircrafts; and launch vehicles and services, rocket engines, reaction control systems, space stations, rocket launchers, rocket engine combustion test facilities, and electronic parts. It also provides passenger and commercial ships, LNG and LPG carriers, special purpose vessels, and IT services and systems; marine machineries, boilers, turbines, engines, and structures; and intelligent transport systems products and solutions, such as electronic toll collection system, road user charging system, highway traffic management system, EV management system, and development system. In addition, the company offers organic solvent exhaust gas treatment system, waste-to-energy system, sludge treatment system, air quality control system, and bio-treatment system; turbochargers, car air-conditioning and refrigeration systems, rubber and tire machinery, and testing equipment; forklift trucks; and printing, paper converting, and metals, and food & packaging machinery, pumps, compressors & mechanical turbines, hydraulic components. Further, it provides gas holders, vibration control systems, water pipes, tunnel excavation machinery, and cybersecurity solutions for industrial control systems; special vehicles, naval ship and maritime systems, defense aircrafts, helicopters, defense aeroengines, and guided weapon systems; CO2 capture plants; and after-sales services. The company was founded in 1884 and is headquartered in Tokyo, Japan.",,https://www.mhi.com,Tokyo,,Japan,"2-3, Marunouchi 3-chome",0.0,0.227,488384000000.0,222023000000.0,155899000000.0,3727034000000.0,488384000000.0,332485000000.0,32647000000.0,17298000000.0,49945000000.0,222023000000.0,222023000000.0,4376754000000.0,282541000000.0,3361947305.0,3360420766.0,66.04,66.07,222023000000.0,222023000000.0,0.0,222023000000.0,-21542000000.0,243565000000.0,243565000000.0,71622000000.0,315187000000.0,32647000000.0,17298000000.0,49945000000.0,280392000000.0,649720000000.0,17973000000.0,695342000000.0,695342000000.0,930112000000.0,3727034000000.0,4657147000000.0,4657147000000.0,12750817.0,3360896993.0,3373647810.0,711677000000.0,1142964000000.0,1978341000000.0,3387584000000.0,479424000000.0,1978341000000.0,2244620000000.0,3008374000000.0,2360654000000.0,116034000000.0,2244620000000.0,509386000000.0,4828000000.0,1433267000000.0,41187000000.0,265608000000.0,265608000000.0,3895605000000.0,955087000000.0,28434000000.0,73165000000.0,9987000000.0,763754000000.0,763754000000.0,79747000000.0,2940518000000.0,235831000000.0,379210000000.0,379210000000.0,216220000000.0,1014119000000.0,55228000000.0,958891000000.0,6256259000000.0,2836316000000.0,463972000000.0,297017000000.0,538126000000.0,538126000000.0,268978000000.0,266279000000.0,93786000000.0,172493000000.0,1001944000000.0,1001944000000.0,1001944000000.0,3419942000000.0,281897000000.0,974577000000.0,776399000000.0,916011000000.0,471058000000.0,39771000000.0,431287000000.0,170700000000.0,,-79649000000.0,48000000000.0,-160486000000.0,431287000000.0,1000000.0,347663000000.0,42388000000.0,41235000000.0,-158903000000.0,-3057000000.0,-50289000000.0,-50289000000.0,,,-22365000000.0,9284000000.0,-31649000000.0,-79649000000.0,48000000000.0,-131048000000.0,-4182000000.0,68841000000.0,158521000000.0,-89680000000.0,-73589000000.0,0.0,-73589000000.0,-123223000000.0,37263000000.0,-160486000000.0,331186000000.0,-49201000000.0,9630000000.0,-11181000000.0,15467000000.0,-9540000000.0,20734000000.0,118637000000.0,,-70402000000.0,-90002000000.0,-71490000000.0,155899000000.0,155899000000.0,-21434000000.0,,315187000000.0
