ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Other Special Charges,income_statement.Write Off,income_statement.Impairment Of Capital Assets,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Total Other Finance Cost,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Defined Pension Benefit,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Work In Process,balance_sheet.Raw Materials,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Short Term Debt Payments,cash_flow_statement.Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Interest Received Cfi,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Sale Of Intangibles,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Interest Paid Cfo,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Provisionand Write Offof Assets,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Pension And Employee Benefit Expense,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Net Income From Continuing Operations
BRRLY,Barry Callebaut AG,Confectioners,"Barry Callebaut AG, together with its subsidiaries, engages in the manufacture and sale of chocolate and cocoa products. The company provides chocolates, compounds, chips and chunks, cocoa, cacao fruit, fillings, coatings, nuts, decorations and inclusions, and food colorants, as well as personalization sheets. It also offers cocoa powder, chocolate drinks, cappuccinos, ice cream and desserts, dairy and non-dairy products, tea, and coffee. The company provides products under the American Almond, Barry Callebaut, Cacao Barry, Callebaut, Caprimo, Carma, Chocovic, Classic, Mona Lisa, Gertrude Hawk Ingredients, Ogonblink, Satro Quality Drinks, Sicao Chocolate, Stewart & Arnold, Van Houten Professional, Van Houten, Van Leer Chocolates, Cabosse Naturals, D'Orsogna Dolciaria, Dings Décor, Le Royal, and La Morella Nuts names. In addition, it offers centralized treasury and management services, captive reinsurance, and research and development services, as well as conference and training services through CHOCOLATE ACADEMY centers. The company serves food manufacturers and artisans; and professional users of chocolate, including chocolatiers, pastry chefs, and bakers. It also offers products for vending machines. The company operates primarily in the Western Europe, North America, Central and Eastern Europe, Latin America, and internationally. Barry Callebaut AG was incorporated in 2016 and is headquartered in Zurich, Switzerland.",13239,https://www.barry-callebaut.com,Zurich,,Switzerland,Hardturmstrasse 181,-43209573.0,0.201,916400000.0,-214973000.0,-214973000.0,189785000.0,246088000.0,9004028000.0,701427000.0,455339000.0,-204985000.0,216471000.0,23660000.0,361548427.0,189785000.0,9724345000.0,446127000.0,548835900.0,547923300.0,0.3458,0.3464,189785000.0,189785000.0,0.0,189785000.0,-1148000.0,190933000.0,190933000.0,47935000.0,238868000.0,-3356000.0,-212455000.0,1104000.0,7765000.0,91866000.0,111720000.0,-204985000.0,12174000.0,216471000.0,23660000.0,661938000.0,720317000.0,-5843000.0,726160000.0,165566000.0,560594000.0,1382255000.0,9004028000.0,10386283000.0,10386283000.0,8245.0,5480613.0,5488858.0,3506236000.0,4796381000.0,1956586000.0,7323872000.0,3301071000.0,1956586000.0,311931000.0,2839422000.0,5827516000.0,2841620000.0,2198000.0,2839422000.0,14215000.0,4123314000.0,110000.0,110000.0,12317659000.0,3438821000.0,12737000.0,82886000.0,65769000.0,3254316000.0,266222000.0,2988094000.0,23113000.0,8878838000.0,1542065000.0,45709000.0,1496356000.0,127343000.0,2605273000.0,435670000.0,359086000.0,1810517000.0,15159279000.0,2979370000.0,57240000.0,26004000.0,190760000.0,882836000.0,133236000.0,749600000.0,1822530000.0,-2010386000.0,3832916000.0,246928000.0,2455822000.0,393815000.0,736351000.0,0.0,12179909000.0,995000.0,3629915000.0,162368000.0,5622400000.0,2577386000.0,3045014000.0,476253000.0,392745000.0,893679000.0,1001554000.0,23340000.0,978214000.0,-2349088000.0,0.0,-458061000.0,3429747000.0,-285081000.0,746609000.0,335416000.0,-24878000.0,436071000.0,2766735000.0,,-158927000.0,,0.0,0.0,2971686000.0,701808000.0,-457201000.0,1159009000.0,2269878000.0,-860000.0,2270738000.0,-266657000.0,2911000.0,14272000.0,-8000.0,0.0,-8000.0,,,,-28265000.0,46000.0,-28311000.0,-255567000.0,1203000.0,-256770000.0,-2064007000.0,-137617000.0,-178831000.0,-2606098000.0,22814000.0,752987000.0,-2869859000.0,-512040000.0,176597000.0,10397000.0,72417000.0,47935000.0,246088000.0,33510000.0,212578000.0,-5703000.0,22315000.0,5694000.0,190933000.0
