ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Rent Expense Supplemental,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Otherunder Preferred Stock Dividend,income_statement.Net Income,income_statement.Minority Interests,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Discontinuous Operations,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Special Income Charges,income_statement.Impairment Of Capital Assets,income_statement.Net Non Operating Interest Income Expense,income_statement.Interest Expense Non Operating,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Selling General And Administration,income_statement.Selling And Marketing Expense,income_statement.General And Administrative Expense,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Derivative Product Liabilities,balance_sheet.Non Current Pension And Other Postretirement Benefit Plans,balance_sheet.Non Current Accrued Expenses,balance_sheet.Tradeand Other Payables Non Current,balance_sheet.Non Current Deferred Revenue,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Long Term Provisions,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Current Provisions,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Defined Pension Benefit,balance_sheet.Non Current Prepaid Assets,balance_sheet.Non Current Deferred Assets,balance_sheet.Non Current Deferred Taxes Assets,balance_sheet.Financial Assets,balance_sheet.Investmentin Financial Assets,balance_sheet.Held To Maturity Securities,balance_sheet.Available For Sale Securities,balance_sheet.Long Term Equity Investment,balance_sheet.Investmentsin Joint Venturesat Cost,balance_sheet.Investmentsin Associatesat Cost,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Assets Held For Sale Current,balance_sheet.Current Deferred Assets,balance_sheet.Restricted Cash,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Other Receivables,balance_sheet.Taxes Receivable,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Interest Paid Cff,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Interest Received Cfi,cash_flow_statement.Dividends Received Cfi,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Sale Of PPE,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Taxes Refund Paid,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Deferred Tax,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Amortization Cash Flow,cash_flow_statement.Depreciation,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Gain Loss On Sale Of PPE,cash_flow_statement.Net Income From Continuing Operations
VOD,Vodafone Group Public Limited Company,Telecom Services,"Vodafone Group Public Limited Company provides telecommunication services in Germany, the United Kingdom, rest of Europe, Turkey, and Africa. It offers mobile and fixed connectivity services; cloud and edge computing services; Vodafone Business UC with RingCentral, a unified communications solution that allows preferred communication apps together into a single mobile-friendly platform that integrates into existing systems and cloud applications; Business Digital Applications; Internet of Things (IoT) business solutions; end-to-end IoT products; and cybersecurity solutions for businesses. The company also provides mobile broadband devices, fixed devices, mobiles, tablets, and other devices; Fixed broadband and WiFi; V by Vodafone, which offers a range of smart devices that help customers keep track and stay connected with the things and people; Vodafone Television, an internet video product; M-PESA, an African mobile money platform to make payments and provides financial services; voice and roaming services; Vodafone Pass where customers pay a fee to access chats, music, and social or streaming entertainment without keeping track of gigabytes. It serves private and public sector customers in health, banking and finance, transport and logistics, retail, utilities, and agriculture industries. The company was incorporated in 1984 and is based in Newbury, the United Kingdom.",,https://www.vodafone.com,Newbury,,United Kingdom,Vodafone House,16895000.0,0.031,14237000000.0,545000000.0,545000000.0,1205000000.0,10414000000.0,24459000000.0,14782000000.0,4368000000.0,-2353000000.0,2748000000.0,395000000.0,676895000.0,1140000000.0,33020000000.0,,3665000000.0,2714285714.0,2705600000.0,0.42,0.421,1140000000.0,1140000000.0,0.0,1140000000.0,-365000000.0,1505000000.0,-65000000.0,1570000000.0,50000000.0,1620000000.0,64000000.0,-64000000.0,-2353000000.0,2748000000.0,395000000.0,3697000000.0,8561000000.0,119000000.0,8442000000.0,2674000000.0,5768000000.0,12258000000.0,24459000000.0,36717000000.0,36717000000.0,1738561954.0,27080121854.0,28818683808.0,38504000000.0,54359000000.0,21114000000.0,104653000000.0,9359000000.0,21114000000.0,9672000000.0,59966000000.0,100878000000.0,60998000000.0,1032000000.0,59966000000.0,108000000.0,7645000000.0,-114641000000.0,149145000000.0,4797000000.0,4797000000.0,83352000000.0,53151000000.0,254000000.0,1468000000.0,181000000.0,41000000.0,222000000.0,343000000.0,699000000.0,48328000000.0,7416000000.0,40912000000.0,1615000000.0,30201000000.0,48000000.0,6031000000.0,2256000000.0,3775000000.0,833000000.0,8085000000.0,1192000000.0,1280000000.0,5613000000.0,144350000000.0,104790000000.0,257000000.0,239000000.0,676000000.0,20177000000.0,4011000000.0,1006000000.0,941000000.0,65000000.0,10032000000.0,8203000000.0,1829000000.0,38852000000.0,13896000000.0,24956000000.0,28499000000.0,-40359000000.0,68858000000.0,9100000000.0,58201000000.0,1557000000.0,39560000000.0,215000000.0,19047000000.0,1169000000.0,741000000.0,600000000.0,568000000.0,3229000000.0,76000000.0,3282000000.0,10534000000.0,4351000000.0,6183000000.0,2015000000.0,4168000000.0,9697000000.0,0.0,-8970000000.0,1533000000.0,3000000.0,-6860000000.0,6114000000.0,11628000000.0,-94000000.0,-5420000000.0,-15855000000.0,-1868000000.0,-2227000000.0,-2430000000.0,-2430000000.0,3000000.0,0.0,3000000.0,-9073000000.0,-1636000000.0,-7437000000.0,-8970000000.0,1533000000.0,-6122000000.0,-1317000000.0,542000000.0,442000000.0,698000000.0,1931000000.0,-1233000000.0,358000000.0,500000000.0,-142000000.0,-2641000000.0,-2641000000.0,-4204000000.0,15000000.0,-4219000000.0,16557000000.0,-724000000.0,114000000.0,534000000.0,177000000.0,-597000000.0,1981000000.0,98000000.0,50000000.0,10414000000.0,3515000000.0,6899000000.0,-481000000.0,173000000.0,34000000.0,1570000000.0
