ticker,name,industry,description,employees,website,city,state,country,address
SNWAX,Easterly Snow Small Cap Value A,,"The fund invests at least 80% of its net assets, at cost, in equity securities of companies with market capitalizations in the range of the Russell 2000 Value® Index (""small-cap companies""). Its investments in equity securities may include common and preferred stocks, convertible securities, and shares of other investment companies and exchange-traded funds (""ETFs"") that invest in equity securities of small-cap companies. In addition to equity securities, the fund may also invest up to 15% of its net assets in U.S. government or U.S. agency obligations.",,,,,,"Milwaukee, WI, 53202"
