ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Total Unusual Items,income_statement.Total Unusual Items Excluding Goodwill,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.Reconciled Cost Of Revenue,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Net Income,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Discontinuous Operations,income_statement.Net Income Continuous Operations,income_statement.Earnings From Equity Interest Net Of Tax,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Income Expense,income_statement.Other Non Operating Income Expenses,income_statement.Special Income Charges,income_statement.Gain On Sale Of Business,income_statement.Other Special Charges,income_statement.Impairment Of Capital Assets,income_statement.Restructuring And Mergern Acquisition,income_statement.Net Non Operating Interest Income Expense,income_statement.Interest Expense Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Depreciation Amortization Depletion Income Statement,income_statement.Depreciation And Amortization In Income Statement,income_statement.Selling General And Administration,income_statement.Gross Profit,income_statement.Cost Of Revenue,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Gains Losses Not Affecting Retained Earnings,balance_sheet.Other Equity Adjustments,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Preferred Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Other Non Current Liabilities,balance_sheet.Liabilities Heldfor Sale Non Current,balance_sheet.Non Current Deferred Liabilities,balance_sheet.Non Current Deferred Revenue,balance_sheet.Non Current Deferred Taxes Liabilities,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Deferred Liabilities,balance_sheet.Current Deferred Revenue,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Other Current Borrowings,balance_sheet.Payables And Accrued Expenses,balance_sheet.Current Accrued Expenses,balance_sheet.Interest Payable,balance_sheet.Payables,balance_sheet.Dueto Related Parties Current,balance_sheet.Dividends Payable,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Other Non Current Assets,balance_sheet.Non Current Deferred Assets,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Goodwill,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Construction In Progress,balance_sheet.Other Properties,balance_sheet.Machinery Furniture Equipment,balance_sheet.Buildings And Improvements,balance_sheet.Land And Improvements,balance_sheet.Properties,balance_sheet.Current Assets,balance_sheet.Other Current Assets,balance_sheet.Hedging Assets Current,balance_sheet.Assets Held For Sale Current,balance_sheet.Restricted Cash,balance_sheet.Prepaid Assets,balance_sheet.Inventory,balance_sheet.Other Inventories,balance_sheet.Work In Process,balance_sheet.Receivables,balance_sheet.Other Receivables,balance_sheet.Accounts Receivable,balance_sheet.Allowance For Doubtful Accounts Receivable,balance_sheet.Gross Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.Interest Paid Supplemental Data,cash_flow_statement.Income Tax Paid Supplemental Data,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Cash Flow From Continuing Financing Activities,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Interest Paid Cff,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Preferred Stock Issuance,cash_flow_statement.Preferred Stock Payments,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Short Term Debt Issuance,cash_flow_statement.Short Term Debt Payments,cash_flow_statement.Short Term Debt Issuance,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Cash Flow From Continuing Investing Activities,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Net Business Purchase And Sale,cash_flow_statement.Sale Of Business,cash_flow_statement.Purchase Of Business,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Capital Expenditure Reported,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Cash Flow From Continuing Operating Activities,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Working Capital,cash_flow_statement.Change In Other Current Assets,cash_flow_statement.Change In Payables And Accrued Expense,cash_flow_statement.Change In Accrued Expense,cash_flow_statement.Change In Interest Payable,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Account Payable,cash_flow_statement.Change In Inventory,cash_flow_statement.Change In Receivables,cash_flow_statement.Changes In Account Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Unrealized Gain Loss On Investment Securities,cash_flow_statement.Provisionand Write Offof Assets,cash_flow_statement.Asset Impairment Charge,cash_flow_statement.Deferred Tax,cash_flow_statement.Deferred Income Tax,cash_flow_statement.Depreciation Amortization Depletion,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Operating Gains Losses,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Gain Loss On Sale Of Business,cash_flow_statement.Net Income From Continuing Operations
ADT,ADT Inc.,Security & Protection Services,"ADT Inc. provides security, interactive, and smart home solutions in the United States. It offers burglar and life safety alarms, smart security cameras, smart home automation systems, and video surveillance systems to detect intrusion; control access; sense movement, smoke, fire, carbon monoxide, leaks, temperature, and other environmental conditions and hazards; and address personal medical emergencies, such as injuries or unanticipated falls. The company also provides routine maintenance and the installation of upgraded or additional equipment; personal emergency response system products and services to sustain independent living; Google Nest doorbell, mesh Wi-Fi, and Google indoor and outdoor cameras; and application for self-setup DIY smart home security products. In addition, it offers Trusted Neighbor, which allows customers to grant access to their homes through the ADT+ app; and automation and smart home solutions, including remotely monitor and manage their environments through customized web portal via web-enabled devices, such as smart phones, smart phone applications, and through touchscreen panels in their homes. The company provides its products under the ADT, ADT Pulse, and ADT+ brand names. It offers its products and services to residential and small business security, and automation markets comprising owners and renters of single-family homes, apartments, and small businesses owners through customer referrals, door-to-door activities, network of field sales and service offices, third-party independent dealers, and authorized dealers. The company was formerly known as Prime Security Services Parent, Inc. and changed its name to ADT Inc. in September 2017. ADT Inc. was founded in 1874 and is headquartered in Boca Raton, Florida.",12800,https://www.adt.com,Boca Raton,FL,United States,1501 Yamato Road,-6942240.0,0.24,2629823000.0,-28926000.0,-28926000.0,619390000.0,1344696000.0,845216000.0,2600897000.0,1256201000.0,-441031000.0,441031000.0,641373760.0,501053000.0,3666258000.0,1208064000.0,963445000.0,901266000.0,0.52,0.56,501053000.0,501053000.0,501053000.0,501053000.0,-118337000.0,619390000.0,0.0,195780000.0,815170000.0,24013000.0,52939000.0,-28926000.0,,4802000.0,,24124000.0,-441031000.0,441031000.0,1232188000.0,2819144000.0,1342798000.0,1342798000.0,1476346000.0,4051332000.0,847114000.0,4898446000.0,4898446000.0,891334286.0,891334286.0,7610861000.0,7707073000.0,-5957197000.0,11507874000.0,-258860000.0,-5957197000.0,,3800801000.0,11312083000.0,3800801000.0,3800801000.0,-7036000.0,-7036000.0,-3318174000.0,7117098000.0,8913000.0,8913000.0,0.0,12250156000.0,10986376000.0,224384000.0,15889000.0,3234821000.0,2067608000.0,1167213000.0,7511282000.0,7511282000.0,1263780000.0,135938000.0,247785000.0,247785000.0,195791000.0,,195791000.0,195791000.0,684266000.0,397295000.0,107116000.0,286971000.0,84516000.0,48918000.0,153537000.0,16050957000.0,15046037000.0,735319000.0,1324376000.0,9757998000.0,4854099000.0,4903899000.0,3228344000.0,-4644519000.0,7872863000.0,22106000.0,7006446000.0,737275000.0,97263000.0,9773000.0,0.0,1004920000.0,82249000.0,56164000.0,0.0,107853000.0,53036000.0,196731000.0,196731000.0,,412675000.0,19164000.0,393511000.0,-57795000.0,451306000.0,96212000.0,96212000.0,1197948000.0,-240556000.0,-1471740000.0,1297476000.0,0.0,-686951000.0,,,204065000.0,129950000.0,,74115000.0,-515356000.0,-515356000.0,81730000.0,,-182266000.0,-182266000.0,,,-240556000.0,-240556000.0,0.0,-174264000.0,-28103000.0,-256672000.0,228569000.0,-146161000.0,-1215068000.0,1068907000.0,-1295428000.0,-1295428000.0,-582703000.0,-8268000.0,-17506000.0,,,-163805000.0,-163805000.0,-523146000.0,1884899000.0,1884899000.0,-292029000.0,96118000.0,-109839000.0,-157246000.0,-47916000.0,-88860000.0,-109330000.0,-109330000.0,25072000.0,-146134000.0,-146134000.0,-155651000.0,48613000.0,0.0,214802000.0,24313000.0,139583000.0,139583000.0,1344696000.0,1344696000.0,59519000.0,45160000.0,9557000.0,501053000.0
