ticker,name,industry,description,employees,website,city,state,country,address
MIOFX,Marsico International Opportunities,,"The fund invests primarily in foreign securities, such as common stocks of foreign companies that are selected for their long-term growth potential and other foreign securities, whether traded in the U.S. or in foreign markets or both. The investment adviser seeks to select stocks of high-quality companies with compelling long-term capital appreciation potential. The fundamental investment approach combines ""top-down"" macro-economic analysis and investment theme development with ""bottom-up"" company and security analysis to identify attractive opportunities.",,,,,,"Denver, CO 80202"
