ticker,name,industry,description,employees,website,city,state,country,address
BIOUX,Baron Opportunity Fund,,The fund invests primarily in equity securities in the form of common stock of U.S. high growth businesses of any market capitalization selected for their capital appreciation potential. The Adviser may invest in companies in any sector or industry that the adviser believes will benefit from innovations and advances in technology.,,,,,,"New York, NY 10153"
