ticker,name,industry,description,employees,website,city,state,country,address
HFMDX,Hennessy Cornerstone Mid Cap 30 Inv,,"The fund normally invests at least 80% of its net assets in mid-cap growth-oriented common stocks by utilizing a quantitative formula known as the Cornerstone Mid Cap 30 Formula (the “Mid Cap 30 Formula”). It purchases 30 stocks weighted equally by dollar amount, with 3.33% of the portfolio's assets invested in each. Using the Mid Cap 30 Formula, the universe of stocks is re-screened and the portfolio is rebalanced annually, generally in the fall.",,,,,,Novato CA 94945
