ticker,name,industry,description,employees,website,city,state,country,address
FTXAX,FullerThaler Behavioral Sm-Cp Gr A,,"The fund seeks to achieve its objective by investing at least 80% of its net assets (plus borrowings for investment purposes) in common stocks of small capitalization (""small-cap"") companies based in the U.S. (""80% Policy""). It may invest a portion of its assets in real estate investment trusts (""REITs"").",,,,,,Indianapolis IN 46208
