ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Normalized EBITDA,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.Reconciled Depreciation,income_statement.EBITDA,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Income,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Total Operating Income As Reported,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Preferred Stock Dividends,income_statement.Net Income,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Pretax Income,income_statement.Net Non Operating Interest Income Expense,income_statement.Interest Income Non Operating,income_statement.Operating Income,income_statement.Operating Expense,income_statement.Other Operating Expenses,income_statement.Selling General And Administration,income_statement.General And Administrative Expense,income_statement.Other Gand A,income_statement.Salaries And Wages,income_statement.Total Revenue,income_statement.Operating Revenue,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Working Capital,balance_sheet.Net Tangible Assets,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Other Equity Interest,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Preferred Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Total Non Current Liabilities Net Minority Interest,balance_sheet.Current Liabilities,balance_sheet.Other Current Liabilities,balance_sheet.Current Deferred Liabilities,balance_sheet.Current Deferred Revenue,balance_sheet.Current Debt And Capital Lease Obligation,balance_sheet.Current Debt,balance_sheet.Line Of Credit,balance_sheet.Payables And Accrued Expenses,balance_sheet.Payables,balance_sheet.Accounts Payable,balance_sheet.Total Assets,balance_sheet.Total Non Current Assets,balance_sheet.Goodwill And Other Intangible Assets,balance_sheet.Other Intangible Assets,balance_sheet.Net PPE,balance_sheet.Accumulated Depreciation,balance_sheet.Gross PPE,balance_sheet.Machinery Furniture Equipment,balance_sheet.Current Assets,balance_sheet.Current Deferred Assets,balance_sheet.Prepaid Assets,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,balance_sheet.Cash Financial,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Capital Expenditure,cash_flow_statement.Interest Paid Supplemental Data,cash_flow_statement.Income Tax Paid Supplemental Data,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Cash Flow From Continuing Financing Activities,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Net Preferred Stock Issuance,cash_flow_statement.Preferred Stock Issuance,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Cash Flow From Continuing Investing Activities,cash_flow_statement.Net Intangibles Purchase And Sale,cash_flow_statement.Purchase Of Intangibles,cash_flow_statement.Net PPE Purchase And Sale,cash_flow_statement.Purchase Of PPE,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Cash Flow From Continuing Operating Activities,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Other Working Capital,cash_flow_statement.Change In Payables And Accrued Expense,cash_flow_statement.Change In Prepaid Assets,cash_flow_statement.Stock Based Compensation,cash_flow_statement.Depreciation Amortization Depletion,cash_flow_statement.Depreciation And Amortization,cash_flow_statement.Net Income From Continuing Operations
ASST,Asset Entities Inc.,Internet Content & Information,"Asset Entities Inc., a technology company, provides social media marketing and content delivery services across Discord, TikTok, and other social media platforms. The company designs, develops, and manages servers for communities on Discord. It offers discord investment education, entertainment, social media and marketing services. The company serves retail investors, creators, and influencers. Asset Entities Inc. was founded in 2020 and is based in Dallas, Texas. Asset Entities Inc. operates as a subsidiary of Asset Entities Holdings, Llc.",9,https://www.assetentities.com,Dallas,TX,United States,100 Crescent Court,0.0,0.0,-6401317.0,-6393932.0,2711.0,-6401317.0,-6404028.0,10096.0,10096.0,-6393932.0,-6393932.0,7037517.0,-6404028.0,3788525.0,3788525.0,-1.7,-1.7,-6448042.0,-6448042.0,54110.0,-6393932.0,-6393932.0,-6393932.0,-6393932.0,10096.0,10096.0,-6404028.0,7037517.0,3503059.0,3534458.0,3534458.0,3021547.0,512911.0,633489.0,633489.0,0.0,10060965.0,10060965.0,,,2277071.0,2786571.0,2266957.0,2277071.0,2786571.0,2786571.0,2786571.0,2786571.0,,0.0,-12006357.0,14791922.0,1006.0,1006.0,0.0,430895.0,0.0,430895.0,,369.0,369.0,,,,430526.0,430526.0,430526.0,3217466.0,519614.0,509500.0,509500.0,10114.0,-3445.0,13559.0,13559.0,2697852.0,,37228.0,2660624.0,0.0,2660624.0,2660624.0,-5300057.0,0.0,5036358.0,-400000.0,0.0,0.0,2660624.0,2924323.0,-263699.0,5036358.0,5036358.0,2388858.0,2647500.0,2647500.0,2388858.0,0.0,2388858.0,-400000.0,-400000.0,-400000.0,-400000.0,0.0,0.0,-4900057.0,-4900057.0,278807.0,-3076.0,280430.0,1453.0,1212357.0,2711.0,2711.0,-6393932.0
