ticker,name,industry,description,employees,website,city,state,country,address,income_statement.Tax Effect Of Unusual Items,income_statement.Tax Rate For Calcs,income_statement.Net Income From Continuing Operation Net Minority Interest,income_statement.EBIT,income_statement.Net Interest Income,income_statement.Interest Expense,income_statement.Normalized Income,income_statement.Net Income From Continuing And Discontinued Operation,income_statement.Total Expenses,income_statement.Diluted Average Shares,income_statement.Basic Average Shares,income_statement.Diluted EPS,income_statement.Basic EPS,income_statement.Diluted NI Availto Com Stockholders,income_statement.Net Income Common Stockholders,income_statement.Net Income,income_statement.Net Income Including Noncontrolling Interests,income_statement.Net Income Continuous Operations,income_statement.Tax Provision,income_statement.Pretax Income,income_statement.Other Income Expense,income_statement.Net Non Operating Interest Income Expense,income_statement.Interest Expense Non Operating,income_statement.Other Operating Expenses,income_statement.Total Revenue,income_statement.Operating Revenue,income_statement.Loss Adjustment Expense,income_statement.Net Policyholder Benefits And Claims,income_statement.Policyholder Benefits Gross,income_statement.Policyholder Benefits Ceded,balance_sheet.Treasury Shares Number,balance_sheet.Ordinary Shares Number,balance_sheet.Share Issued,balance_sheet.Net Debt,balance_sheet.Total Debt,balance_sheet.Tangible Book Value,balance_sheet.Invested Capital,balance_sheet.Net Tangible Assets,balance_sheet.Capital Lease Obligations,balance_sheet.Common Stock Equity,balance_sheet.Total Capitalization,balance_sheet.Total Equity Gross Minority Interest,balance_sheet.Stockholders Equity,balance_sheet.Gains Losses Not Affecting Retained Earnings,balance_sheet.Other Equity Adjustments,balance_sheet.Foreign Currency Translation Adjustments,balance_sheet.Minimum Pension Liabilities,balance_sheet.Unrealized Gain Loss,balance_sheet.Treasury Stock,balance_sheet.Retained Earnings,balance_sheet.Additional Paid In Capital,balance_sheet.Capital Stock,balance_sheet.Common Stock,balance_sheet.Total Liabilities Net Minority Interest,balance_sheet.Long Term Debt And Capital Lease Obligation,balance_sheet.Long Term Capital Lease Obligation,balance_sheet.Long Term Debt,balance_sheet.Payables And Accrued Expenses,balance_sheet.Payables,balance_sheet.Other Payable,balance_sheet.Total Tax Payable,balance_sheet.Income Tax Payable,balance_sheet.Total Assets,balance_sheet.Investments And Advances,balance_sheet.Net PPE,balance_sheet.Receivables,balance_sheet.Loans Receivable,balance_sheet.Accounts Receivable,balance_sheet.Cash Cash Equivalents And Short Term Investments,balance_sheet.Other Short Term Investments,balance_sheet.Cash And Cash Equivalents,cash_flow_statement.Free Cash Flow,cash_flow_statement.Repurchase Of Capital Stock,cash_flow_statement.Repayment Of Debt,cash_flow_statement.Issuance Of Debt,cash_flow_statement.Issuance Of Capital Stock,cash_flow_statement.Interest Paid Supplemental Data,cash_flow_statement.Income Tax Paid Supplemental Data,cash_flow_statement.End Cash Position,cash_flow_statement.Beginning Cash Position,cash_flow_statement.Effect Of Exchange Rate Changes,cash_flow_statement.Changes In Cash,cash_flow_statement.Financing Cash Flow,cash_flow_statement.Cash Flow From Continuing Financing Activities,cash_flow_statement.Net Other Financing Charges,cash_flow_statement.Cash Dividends Paid,cash_flow_statement.Common Stock Dividend Paid,cash_flow_statement.Net Common Stock Issuance,cash_flow_statement.Common Stock Payments,cash_flow_statement.Common Stock Issuance,cash_flow_statement.Net Issuance Payments Of Debt,cash_flow_statement.Net Long Term Debt Issuance,cash_flow_statement.Long Term Debt Payments,cash_flow_statement.Long Term Debt Issuance,cash_flow_statement.Investing Cash Flow,cash_flow_statement.Cash Flow From Continuing Investing Activities,cash_flow_statement.Net Other Investing Changes,cash_flow_statement.Net Investment Purchase And Sale,cash_flow_statement.Sale Of Investment,cash_flow_statement.Purchase Of Investment,cash_flow_statement.Operating Cash Flow,cash_flow_statement.Cash Flow From Continuing Operating Activities,cash_flow_statement.Change In Working Capital,cash_flow_statement.Change In Payables And Accrued Expense,cash_flow_statement.Change In Payable,cash_flow_statement.Change In Tax Payable,cash_flow_statement.Change In Income Tax Payable,cash_flow_statement.Change In Receivables,cash_flow_statement.Other Non Cash Items,cash_flow_statement.Amortization Of Securities,cash_flow_statement.Operating Gains Losses,cash_flow_statement.Gain Loss On Investment Securities,cash_flow_statement.Net Foreign Currency Exchange Gain Loss,cash_flow_statement.Net Income From Continuing Operations
AFL,Aflac Incorporated,Insurance - Life,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. The company operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, whole life, and GIFT insurance products, as well as WAYS and child endowment, and Tsumitasu insurance products in Japan. The Aflac U.S. segment provides accident, disability, cancer, critical illness, hospital indemnity, dental, vision, and life insurance products in the United States. The company sells its products through individual, independent corporate, and affiliated corporate agencies; banks; independent associates/career agents; and brokers. Aflac Incorporated was founded in 1955 and is based in Columbus, Georgia.",12694,https://www.aflac.com,Columbus,GA,United States,1932 Wynnton Road,0.0,0.152,5443000000.0,6614000000.0,-197000000.0,197000000.0,5443000000.0,5443000000.0,12711000000.0,565015000.0,562492000.0,9.63,9.68,5443000000.0,5443000000.0,5443000000.0,5443000000.0,5443000000.0,974000000.0,6417000000.0,100000000.0,-197000000.0,197000000.0,201000000.0,19128000000.0,19128000000.0,10464000000.0,10464000000.0,,,806799000.0,549964000.0,1356763000.0,1173000000.0,7498000000.0,26098000000.0,33500000000.0,26098000000.0,96000000.0,26098000000.0,33500000000.0,26098000000.0,26098000000.0,-2978000000.0,2006000000.0,-4998000000.0,10000000.0,4000000.0,26231000000.0,52277000000.0,2894000000.0,136000000.0,136000000.0,91468000000.0,7498000000.0,96000000.0,7402000000.0,573000000.0,573000000.0,,573000000.0,573000000.0,117566000000.0,82031000000.0,387000000.0,779000000.0,4430000000.0,779000000.0,71498000000.0,65269000000.0,6229000000.0,2707000000.0,-2800000000.0,-194000000.0,823000000.0,14000000.0,180000000.0,1367000000.0,6229000000.0,4306000000.0,-79000000.0,2002000000.0,-3486000000.0,-3486000000.0,-242000000.0,-1087000000.0,-1087000000.0,-2786000000.0,-2800000000.0,14000000.0,629000000.0,629000000.0,-194000000.0,823000000.0,2781000000.0,2781000000.0,841000000.0,881000000.0,7990000000.0,-7109000000.0,2707000000.0,2707000000.0,-644000000.0,-393000000.0,-393000000.0,-393000000.0,-393000000.0,51000000.0,-415000000.0,-205000000.0,-1835000000.0,462000000.0,-2297000000.0,5443000000.0
