ticker,filing_date,fiscal_year,fiscal_period,start_date,end_date,source_filing_url,income_statement.revenues,income_statement.benefits_costs_expenses,income_statement.cost_of_revenue,income_statement.cost_of_revenue_goods,income_statement.cost_of_revenue_services,income_statement.costs_and_expenses,income_statement.gross_profit,income_statement.gain_loss_on_sale_properties_net_tax,income_statement.nonoperating_income_loss,income_statement.operating_expenses,income_statement.selling_general_and_administrative_expenses,income_statement.depreciation_and_amortization,income_statement.research_and_development,income_statement.other_operating_expenses,income_statement.operating_income_loss,income_statement.other_operating_income_expenses,income_statement.income_loss_before_equity_method_investments,income_statement.income_loss_from_continuing_operations_after_tax,income_statement.income_loss_from_continuing_operations_before_tax,income_statement.income_loss_from_discontinued_operations_net_of_tax,income_statement.income_loss_from_discontinued_operations_net_of_tax_adjustment_to_prior_year_gain_loss_on_disposal,income_statement.income_loss_from_discontinued_operations_net_of_tax_during_phase_out,income_statement.income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,income_statement.income_loss_from_discontinued_operations_net_of_tax_provision_for_gain_loss_on_disposal,income_statement.income_loss_from_equity_method_investments,income_statement.income_tax_expense_benefit,income_statement.income_tax_expense_benefit_current,income_statement.income_tax_expense_benefit_deferred,income_statement.interest_and_debt_expense,income_statement.interest_and_dividend_income_operating,income_statement.interest_expense_operating,income_statement.interest_income_expense_after_provision_for_losses,income_statement.interest_income_expense_operating_net,income_statement.noninterest_expense,income_statement.noninterest_income,income_statement.provision_for_loan_lease_and_other_losses,income_statement.net_income_loss,income_statement.net_income_loss_attributable_to_noncontrolling_interest,income_statement.net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_statement.net_income_loss_attributable_to_parent,income_statement.net_income_loss_attributable_to_redeemable_noncontrolling_interest,income_statement.net_income_loss_available_to_common_stockholders_basic,income_statement.participating_securities_distributed_and_undistributed_earnings_loss_basic,income_statement.undistributed_earnings_loss_allocated_to_participating_securities_basic,income_statement.preferred_stock_dividends_and_other_adjustments,income_statement.basic_earnings_per_share,income_statement.diluted_earnings_per_share,income_statement.basic_average_shares,income_statement.diluted_average_shares,income_statement.common_stock_dividends,balance_sheet.assets,balance_sheet.current_assets,balance_sheet.cash,balance_sheet.accounts_receivable,balance_sheet.inventory,balance_sheet.prepaid_expenses,balance_sheet.other_current_assets,balance_sheet.noncurrent_assets,balance_sheet.long_term_investments,balance_sheet.fixed_assets,balance_sheet.intangible_assets,balance_sheet.noncurrent_prepaid_expense,balance_sheet.other_noncurrent_assets,balance_sheet.liabilities,balance_sheet.current_liabilities,balance_sheet.accounts_payable,balance_sheet.interest_payable,balance_sheet.wages,balance_sheet.other_current_liabilities,balance_sheet.noncurrent_liabilities,balance_sheet.long_term_debt,balance_sheet.other_noncurrent_liabilities,balance_sheet.commitments_and_contingencies,balance_sheet.redeemable_noncontrolling_interest,balance_sheet.redeemable_noncontrolling_interest_common,balance_sheet.redeemable_noncontrolling_interest_other,balance_sheet.redeemable_noncontrolling_interest_preferred,balance_sheet.equity,balance_sheet.equity_attributable_to_noncontrolling_interest,balance_sheet.equity_attributable_to_parent,balance_sheet.temporary_equity,balance_sheet.temporary_equity_attributable_to_parent,balance_sheet.liabilities_and_equity,comprehensive_income.comprehensive_income_loss,comprehensive_income.comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income.comprehensive_income_loss_attributable_to_parent,comprehensive_income.other_comprehensive_income_loss,comprehensive_income.other_comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income.other_comprehensive_income_loss_attributable_to_parent,cash_flow_statement.net_cash_flow_from_operating_activities,cash_flow_statement.net_cash_flow_from_operating_activities_continuing,cash_flow_statement.net_cash_flow_from_operating_activities_discontinued,cash_flow_statement.net_cash_flow_from_investing_activities,cash_flow_statement.net_cash_flow_from_investing_activities_continuing,cash_flow_statement.net_cash_flow_from_investing_activities_discontinued,cash_flow_statement.net_cash_flow_from_financing_activities,cash_flow_statement.net_cash_flow_from_financing_activities_continuing,cash_flow_statement.net_cash_flow_from_financing_activities_discontinued,cash_flow_statement.exchange_gains_losses,cash_flow_statement.net_cash_flow,cash_flow_statement.net_cash_flow_continuing,cash_flow_statement.net_cash_flow_discontinued
EDSA,2025-05-14,2025,Q2,2025-01-01,2025-03-31,https://api.polygon.io/v1/reference/sec/filings/0001171843-25-003189,,,,,,,,,49238.0,,,,484306.0,,-1638886.0,,,-1590448.0,-1589648.0,,,,,,,800.0,,,,,,,,,,,-1590448.0,0.0,,-1590448.0,,-1590448.0,0,,0,-0.3,,5305763.0,,,16454299.0,14387289.0,,,,,,2067010.0,,,,,,914701.0,914701.0,,,,,0,,,,,,,,15539598.0,0,15539598.0,,,16454299.0,-1654179.0,0,-1654179.0,-1654179.0,,,,,,,,,,,,,,,
EDSA,2024-12-13,2024,FY,2023-10-01,2024-09-30,https://api.polygon.io/v1/reference/sec/filings/0001171843-24-006946,,,,,,,,,845499.0,,,,2881967.0,,-7014744.0,,,-6170045.0,-6169245.0,,,,,,,800.0,,,,,,,,,,,-6170045.0,0.0,,-6170045.0,,-6170045.0,0,,0,-1.93,,3197423.0,,,3813982.0,1675622.0,,,,,,2138360.0,,0.0,,,,1832827.0,1832827.0,,,,,0,,,,,,,,1981155.0,0,1981155.0,,,3813982.0,-6198010.0,0,-6198010.0,-6198010.0,,,-4890205.0,-4890205.0,,4298174.0,4298174.0,,592031.0,592031.0,,,0.0,0.0,
EDSA,2024-08-09,2024,Q3,2024-04-01,2024-06-30,https://api.polygon.io/v1/reference/sec/filings/0001171843-24-004651,,,,,,,,,264233.0,,,,897305.0,,-1932445.0,,,-1668212.0,-1668212.0,,,,,,,0.0,,,,,,,,,,,-1668212.0,0.0,,-1668212.0,,-1668212.0,0,,0,-0.52,,3221806.0,,,5227722.0,3046634.0,,,,,,2181088.0,,0.0,,,,2360627.0,2360627.0,,,,,0,,,,,,,,2867095.0,0,2867095.0,,,5227722.0,-1666600.0,0,-1666600.0,-1666600.0,,,-856479.0,-856479.0,,737934.0,750454.0,,106025.0,106025.0,,,-12520.0,-25040.0,
EDSA,2024-05-10,2024,Q2,2024-01-01,2024-03-31,https://api.polygon.io/v1/reference/sec/filings/0001654954-24-005971,,,,,,,,,359943.0,,,45397.0,1176337.0,,-2220474.0,,,-1861331.0,-1860531.0,,,,,,,800.0,,,,,,,,,,,-1861331.0,0.0,,-1861331.0,,-1861331.0,0,,0,,,,,,6475056.0,4242218.0,,,,,,2232838.0,,7365.0,,,2225473.0,2150723.0,2150723.0,,,,,0,,,,,,,,4324333.0,0,4324333.0,,,6475056.0,-1872514.0,0,-1872514.0,-1872514.0,,,-1660159.0,-1660159.0,,1468156.0,1448460.0,,211699.0,211699.0,,-19696.0,19696.0,39392.0,
EDSA,2024-02-09,2024,Q1,2023-10-01,2023-12-31,https://api.polygon.io/v1/reference/sec/filings/0001654954-24-001540,,,,,,,,,178978.0,,,45031.0,704458.0,,-1857429.0,,,-1678451.0,-1678451.0,,,,,,,0.0,,,,,,,,,,,-1678451.0,0.0,,-1678451.0,,-1678451.0,0,,0,,,,,,7831790.0,5416259.0,,,,,,2415531.0,,8188.0,,,2407343.0,1986912.0,1986912.0,,,,,0,,,,,,,,5844878.0,0,5844878.0,,,7831790.0,-1679023.0,0,-1679023.0,-1679023.0,,,-1406528.0,-1406528.0,,1093610.0,1100786.0,,305742.0,305742.0,,7176.0,-7176.0,-14352.0,
EDSA,2023-12-15,2023,FY,2022-10-01,2023-09-30,https://api.polygon.io/v1/reference/sec/filings/0001654954-23-015632,,,,,,,,,849143.0,,,183471.0,4794549.0,,-9222758.0,,,-8374415.0,-8373615.0,,,,,,,800.0,,,,,,,,,,,8374415.0,16748830.0,,-8374415.0,,-8374415.0,0,,0,,,,,,8890437.0,6436852.0,,,,,,2453585.0,,8702.0,,,2444883.0,1841637.0,1821864.0,,,,,19773,,,,,,,,7048800.0,0,7048800.0,,,8890437.0,-8375461.0,0,-8375461.0,-16749876.0,,,-6636483.0,-6636483.0,,1729522.0,1806372.0,,4830111.0,4830111.0,,76850.0,-76850.0,-153700.0,
EDSA,2023-08-09,2023,Q3,2023-04-01,2023-06-30,https://api.polygon.io/v1/reference/sec/filings/0001654954-23-010380,,,,,,,,,79303.0,,,82999.0,1025622.0,,-2064209.0,,,-1984906.0,-1984906.0,,,,,,,0.0,,,,,,,,,,,-1984906.0,0.0,,-1984906.0,,-1984906.0,0,,0,,,,,,9419524.0,6914081.0,,,,,,2505443.0,,9918.0,2205313.0,,290212.0,1569041.0,1528966.0,,,,,40075,,,,,,,,7850483.0,0,7850483.0,,,9419524.0,-1945067.0,0,-1945067.0,-1945067.0,,,-1805221.0,-1805221.0,,1014082.0,1063990.0,,741231.0,741231.0,,49908.0,-49908.0,-99816.0,
EDSA,2023-05-11,2023,Q2,2023-01-01,2023-03-31,https://api.polygon.io/v1/reference/sec/filings/0001654954-23-006231,,,,,,,,,77032.0,,,27305.0,1458190.0,,-2410581.0,,,-2334349.0,-2333549.0,,,,,,,800.0,,,,,,,,,,,-2334349.0,0.0,,-2334349.0,,-2334349.0,0,,0,,,,,,10673485.0,8129594.0,,,,,,2543891.0,,10769.0,2230606.0,,302516.0,1673548.0,1564786.0,,,,,0,,,,,,,,8999937.0,0,8999937.0,,,10673485.0,-2325706.0,0,-2325706.0,-2325706.0,,,-1572145.0,-1572145.0,,740347.0,807505.0,,764640.0,764640.0,,,-67158.0,-134316.0,
EDSA,2023-02-10,2023,Q1,2022-10-01,2022-12-31,https://api.polygon.io/v1/reference/sec/filings/0001654954-23-001577,,,,,,,,,43488.0,,,27197.0,1357338.0,,-2378305.0,,,-2334817.0,-2334817.0,,,,,,,0.0,,,,,,,,,,,-2334817.0,0.0,,-2334817.0,,-2334817.0,0,,0,,,,,,11674762.0,9086629.0,,,,,,2588133.0,,11809.0,,,2576324.0,1401306.0,1280404.0,,,,,0,,,,,,,,10273456.0,0,10273456.0,,,11674762.0,-2359884.0,0,-2359884.0,-25067.0,,,-1791095.0,-1791095.0,,-1120680.0,-1120680.0,,2911775.0,2911775.0,,,0.0,0.0,
EDSA,2022-12-16,2022,FY,2021-10-01,2022-09-30,https://api.polygon.io/v1/reference/sec/filings/0001654954-22-016633,,,,,,,,,,,,118188.0,13335334.0,,-18370790.0,,,-17548924.0,-17548124.0,,,,,,,800.0,,,,,,,,,,,17548924.0,35097848.0,,-17548924.0,,-17548924.0,0,,0,,,,,,11575728.0,9091913.0,,,,,,2483815.0,,12694.0,,,2471121.0,2184439.0,2140777.0,,,,,43662,,,,,,,,9391289.0,0,9391289.0,,,11575728.0,-17557264.0,0,-17557264.0,-17557264.0,,,-12279302.0,-12279302.0,,-5656.0,-5656.0,,11629628.0,11629628.0,,,-655330.0,-655330.0,
