ticker,filing_date,fiscal_year,fiscal_period,start_date,end_date,source_filing_url,income_statement.revenues,income_statement.benefits_costs_expenses,income_statement.cost_of_revenue,income_statement.cost_of_revenue_goods,income_statement.cost_of_revenue_services,income_statement.costs_and_expenses,income_statement.gross_profit,income_statement.gain_loss_on_sale_properties_net_tax,income_statement.nonoperating_income_loss,income_statement.operating_expenses,income_statement.selling_general_and_administrative_expenses,income_statement.depreciation_and_amortization,income_statement.research_and_development,income_statement.other_operating_expenses,income_statement.operating_income_loss,income_statement.other_operating_income_expenses,income_statement.income_loss_before_equity_method_investments,income_statement.income_loss_from_continuing_operations_after_tax,income_statement.income_loss_from_continuing_operations_before_tax,income_statement.income_loss_from_discontinued_operations_net_of_tax,income_statement.income_loss_from_discontinued_operations_net_of_tax_adjustment_to_prior_year_gain_loss_on_disposal,income_statement.income_loss_from_discontinued_operations_net_of_tax_during_phase_out,income_statement.income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,income_statement.income_loss_from_discontinued_operations_net_of_tax_provision_for_gain_loss_on_disposal,income_statement.income_loss_from_equity_method_investments,income_statement.income_tax_expense_benefit,income_statement.income_tax_expense_benefit_current,income_statement.income_tax_expense_benefit_deferred,income_statement.interest_and_debt_expense,income_statement.interest_and_dividend_income_operating,income_statement.interest_expense_operating,income_statement.interest_income_expense_after_provision_for_losses,income_statement.interest_income_expense_operating_net,income_statement.noninterest_expense,income_statement.noninterest_income,income_statement.provision_for_loan_lease_and_other_losses,income_statement.net_income_loss,income_statement.net_income_loss_attributable_to_noncontrolling_interest,income_statement.net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_statement.net_income_loss_attributable_to_parent,income_statement.net_income_loss_attributable_to_redeemable_noncontrolling_interest,income_statement.net_income_loss_available_to_common_stockholders_basic,income_statement.participating_securities_distributed_and_undistributed_earnings_loss_basic,income_statement.undistributed_earnings_loss_allocated_to_participating_securities_basic,income_statement.preferred_stock_dividends_and_other_adjustments,income_statement.basic_earnings_per_share,income_statement.diluted_earnings_per_share,income_statement.basic_average_shares,income_statement.diluted_average_shares,income_statement.common_stock_dividends,balance_sheet.assets,balance_sheet.current_assets,balance_sheet.cash,balance_sheet.accounts_receivable,balance_sheet.inventory,balance_sheet.prepaid_expenses,balance_sheet.other_current_assets,balance_sheet.noncurrent_assets,balance_sheet.long_term_investments,balance_sheet.fixed_assets,balance_sheet.intangible_assets,balance_sheet.noncurrent_prepaid_expense,balance_sheet.other_noncurrent_assets,balance_sheet.liabilities,balance_sheet.current_liabilities,balance_sheet.accounts_payable,balance_sheet.interest_payable,balance_sheet.wages,balance_sheet.other_current_liabilities,balance_sheet.noncurrent_liabilities,balance_sheet.long_term_debt,balance_sheet.other_noncurrent_liabilities,balance_sheet.commitments_and_contingencies,balance_sheet.redeemable_noncontrolling_interest,balance_sheet.redeemable_noncontrolling_interest_common,balance_sheet.redeemable_noncontrolling_interest_other,balance_sheet.redeemable_noncontrolling_interest_preferred,balance_sheet.equity,balance_sheet.equity_attributable_to_noncontrolling_interest,balance_sheet.equity_attributable_to_parent,balance_sheet.temporary_equity,balance_sheet.temporary_equity_attributable_to_parent,balance_sheet.liabilities_and_equity,comprehensive_income.comprehensive_income_loss,comprehensive_income.comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income.comprehensive_income_loss_attributable_to_parent,comprehensive_income.other_comprehensive_income_loss,comprehensive_income.other_comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income.other_comprehensive_income_loss_attributable_to_parent,cash_flow_statement.net_cash_flow_from_operating_activities,cash_flow_statement.net_cash_flow_from_operating_activities_continuing,cash_flow_statement.net_cash_flow_from_operating_activities_discontinued,cash_flow_statement.net_cash_flow_from_investing_activities,cash_flow_statement.net_cash_flow_from_investing_activities_continuing,cash_flow_statement.net_cash_flow_from_investing_activities_discontinued,cash_flow_statement.net_cash_flow_from_financing_activities,cash_flow_statement.net_cash_flow_from_financing_activities_continuing,cash_flow_statement.net_cash_flow_from_financing_activities_discontinued,cash_flow_statement.exchange_gains_losses,cash_flow_statement.net_cash_flow,cash_flow_statement.net_cash_flow_continuing,cash_flow_statement.net_cash_flow_discontinued
BLIN,2025-05-15,2025,Q2,2025-01-01,2025-03-31,https://api.polygon.io/v1/reference/sec/filings/0001437749-25-017251,3875000.0,4600000.0,1259000.0,,,4600000.0,2616000.0,,,3361000.0,,,1110000.0,2251000.0,-745000.0,,,-730000.0,-725000.0,,,,,,,5000.0,,,,,,,,,,,-730000.0,0,,-730000.0,,-1061000.0,331000.0,,331000.0,-0.1,-0.1,10507720.0,10507720.0,,17019000.0,4734000.0,,,,583000.0,4151000.0,12285000.0,,53000.0,3542000.0,,8690000.0,6429000.0,5475000.0,1809000.0,,634000.0,3032000.0,954000.0,400000.0,554000.0,,,,,,10590000.0,0,10590000.0,,,17019000.0,-739000.0,0,-739000.0,-739000.0,,,,,,,,,,,,,,,
BLIN,2024-12-26,2024,FY,2023-10-01,2024-09-30,https://api.polygon.io/v1/reference/sec/filings/0001437749-24-038328,15358000.0,17362000.0,4924000.0,,,17362000.0,10434000.0,,,12453000.0,,,4160000.0,8293000.0,-2019000.0,,,-1961000.0,-2004000.0,,,,,,,-43000.0,22000.0,-65000.0,,,,,,,,,-1961000.0,0,,-1961000.0,,-1961000.0,0.0,,0.0,-0.19,-0.19,10417609.0,10417609.0,,15602000.0,2947000.0,,,,269000.0,2678000.0,12655000.0,,74000.0,3908000.0,,8673000.0,5596000.0,4728000.0,1112000.0,,405000.0,3211000.0,868000.0,500000.0,368000.0,,,,,,10006000.0,0,10006000.0,,,15602000.0,-2012000.0,0,-2012000.0,-2012000.0,,,-765000.0,-765000.0,,974000.0,974000.0,,-209000.0,-209000.0,,,0.0,0.0,
BLIN,2024-08-14,2024,Q3,2024-04-01,2024-06-30,https://api.polygon.io/v1/reference/sec/filings/0001437749-24-026874,3936000.0,4236000.0,1230000.0,,,4236000.0,2706000.0,,,3089000.0,,,1008000.0,2081000.0,-383000.0,,,-305000.0,-300000.0,,,,,,,5000.0,,,,,,,,,,,-305000.0,0,,-305000.0,,-305000.0,0.0,,0.0,-0.03,-0.03,10417609.0,10430763.0,,15965000.0,3063000.0,,,,332000.0,2731000.0,12902000.0,,87000.0,4094000.0,,8721000.0,5627000.0,4603000.0,1133000.0,,467000.0,3003000.0,1024000.0,500000.0,524000.0,,,,,,10338000.0,0,10338000.0,,,15965000.0,-294000.0,0,-294000.0,-294000.0,,,0.0,0.0,,84000.0,84000.0,,-84000.0,-84000.0,,,0.0,0.0,
BLIN,2024-05-14,2024,Q2,2024-01-01,2024-03-31,https://api.polygon.io/v1/reference/sec/filings/0001437749-24-016714,3804000.0,4401000.0,1280000.0,,,4401000.0,2524000.0,,,3043000.0,,,1037000.0,2006000.0,-519000.0,,,-602000.0,-597000.0,,,,,,,5000.0,,,,,,,,,,,-602000.0,0,,-602000.0,,-602000.0,0.0,,0.0,-0.06,-0.06,10417609.0,10430602.0,,16282000.0,3152000.0,,,,388000.0,2764000.0,13130000.0,,84000.0,4278000.0,,8768000.0,5777000.0,4599000.0,1204000.0,,365000.0,3030000.0,0.0,600000.0,578000.0,,,,,,10505000.0,0,10505000.0,,,16282000.0,-602000.0,0,-608000.0,0.0,,,-86000.0,-86000.0,,107000.0,107000.0,,-21000.0,-21000.0,,,0.0,0.0,
BLIN,2024-02-14,2024,Q1,2023-10-01,2023-12-31,https://api.polygon.io/v1/reference/sec/filings/0001437749-24-004190,3755000.0,4372000.0,1203000.0,,,4372000.0,2552000.0,,,3187000.0,,,1093000.0,2094000.0,-635000.0,,,-622000.0,-617000.0,,,,,,,5000.0,,,,,,,,,,,-622000.0,0,,-622000.0,,-622000.0,0.0,,0.0,-0.06,-0.06,10417609.0,10417609.0,,16602000.0,3123000.0,,,,463000.0,2660000.0,13479000.0,,112000.0,4544000.0,,8823000.0,5671000.0,4378000.0,1126000.0,,587000.0,2665000.0,0.0,600000.0,693000.0,,,,,,10931000.0,0,10931000.0,,,16602000.0,-622000.0,0,-641000.0,0.0,,,-896000.0,-896000.0,,980000.0,980000.0,,-84000.0,-84000.0,,,0.0,0.0,
BLIN,2023-12-27,2023,FY,2022-10-01,2023-09-30,https://api.polygon.io/v1/reference/sec/filings/0001437749-23-035439,15885000.0,25414000.0,5014000.0,,,25414000.0,10871000.0,,,20786000.0,,,3679000.0,17107000.0,-9915000.0,,,-9435000.0,-9529000.0,,,,,,,-94000.0,-31000.0,-63000.0,,,,,,,,,-9435000.0,0,,-9435000.0,,-9435000.0,0.0,,0.0,-0.91,-0.91,10417609.0,10424187.0,,17631000.0,3659000.0,,,,278000.0,3381000.0,13972000.0,,151000.0,4890000.0,,8931000.0,6171000.0,4749000.0,1255000.0,,517000.0,2977000.0,1422000.0,700000.0,722000.0,,,,,,11460000.0,0,11460000.0,,,17631000.0,-9463000.0,0,-9463000.0,-9463000.0,,,277000.0,277000.0,,-25000.0,-25000.0,,-649000.0,-649000.0,,,-397000.0,-397000.0,
BLIN,2023-08-14,2023,Q3,2023-04-01,2023-06-30,https://api.polygon.io/v1/reference/sec/filings/0001437749-23-023366,3910000.0,4682000.0,1267000.0,,,4682000.0,2643000.0,,,3308000.0,,,936000.0,2372000.0,-665000.0,,,-781000.0,-772000.0,,,,,,,9000.0,,,,,,,,,,,-781000.0,0,,-781000.0,,-781000.0,0.0,,0.0,-0.07,-0.07,10417609.0,10417609.0,,25944000.0,4012000.0,,,,400000.0,3612000.0,21932000.0,,185000.0,5236000.0,,16511000.0,6726000.0,4889000.0,1138000.0,,358000.0,3393000.0,1837000.0,700000.0,1137000.0,,,,,,19218000.0,0,19218000.0,,,25944000.0,-753000.0,0,-753000.0,-753000.0,,,-182000.0,-182000.0,,-7000.0,-7000.0,,-56000.0,-56000.0,,,-245000.0,-245000.0,
BLIN,2023-05-15,2023,Q2,2023-01-01,2023-03-31,https://api.polygon.io/v1/reference/sec/filings/0001437749-23-014646,4094000.0,4595000.0,1262000.0,,,4595000.0,2832000.0,,,3494000.0,,,926000.0,2568000.0,-662000.0,,,-511000.0,-501000.0,,,,,,,10000.0,,,,,,,,,,,-511000.0,0,,-511000.0,,-511000.0,0.0,,0.0,-0.05,-0.05,10417609.0,10430710.0,,26806000.0,4430000.0,,,,463000.0,3967000.0,22376000.0,,214000.0,5582000.0,,16580000.0,6934000.0,5126000.0,1250000.0,,540000.0,3336000.0,0.0,800000.0,1008000.0,,,,,,19872000.0,0,19872000.0,,,26806000.0,-511000.0,0,-516000.0,0.0,,,613000.0,613000.0,,-10000.0,-10000.0,,-283000.0,-283000.0,,,320000.0,320000.0,
BLIN,2023-02-14,2023,Q1,2022-10-01,2022-12-31,https://api.polygon.io/v1/reference/sec/filings/0001437749-23-003387,4083000.0,4157000.0,1279000.0,,,4157000.0,2804000.0,,,3166000.0,,,747000.0,2419000.0,-362000.0,,,-80000.0,-74000.0,,,,,,,6000.0,,,,,,,,,,,-80000.0,0,,-80000.0,,-80000.0,0.0,,0.0,-0.01,-0.01,10417609.0,10430822.0,,27479000.0,4674000.0,,,,577000.0,4097000.0,22805000.0,,239000.0,5927000.0,,16639000.0,7175000.0,5072000.0,1198000.0,,559000.0,3315000.0,0.0,1100000.0,1003000.0,,,,,,20304000.0,0,20304000.0,,,27479000.0,-80000.0,0,-141000.0,0.0,,,-82000.0,-82000.0,,-6000.0,-6000.0,,-296000.0,-296000.0,,,-384000.0,-384000.0,
BLIN,2022-12-21,2022,FY,2021-10-01,2022-09-30,https://api.polygon.io/v1/reference/sec/filings/0001437749-22-029477,16819000.0,14644000.0,5117000.0,,,14644000.0,11702000.0,,,13599000.0,,,3217000.0,10382000.0,-1897000.0,,,2145000.0,2175000.0,,,,,,,30000.0,75000.0,-45000.0,,,,,,,,,2145000.0,0,,2145000.0,,2145000.0,0.0,,0.0,0.21,0.2,10232862.0,10366907.0,,27513000.0,4280000.0,,,,242000.0,4038000.0,23233000.0,,268000.0,6268000.0,,16697000.0,7161000.0,4788000.0,972000.0,,477000.0,3339000.0,2373000.0,1000000.0,1373000.0,,,,,,20352000.0,0,20352000.0,,,27513000.0,2278000.0,0,2278000.0,2278000.0,,,-134000.0,-134000.0,,-195000.0,-195000.0,,-5483000.0,-5483000.0,,,-5812000.0,-5812000.0,
