ticker,filing_date,fiscal_year,fiscal_period,start_date,end_date,source_filing_url,income_statement.revenues,income_statement.benefits_costs_expenses,income_statement.cost_of_revenue,income_statement.cost_of_revenue_goods,income_statement.cost_of_revenue_services,income_statement.costs_and_expenses,income_statement.gross_profit,income_statement.gain_loss_on_sale_properties_net_tax,income_statement.nonoperating_income_loss,income_statement.operating_expenses,income_statement.selling_general_and_administrative_expenses,income_statement.depreciation_and_amortization,income_statement.research_and_development,income_statement.other_operating_expenses,income_statement.operating_income_loss,income_statement.other_operating_income_expenses,income_statement.income_loss_before_equity_method_investments,income_statement.income_loss_from_continuing_operations_after_tax,income_statement.income_loss_from_continuing_operations_before_tax,income_statement.income_loss_from_discontinued_operations_net_of_tax,income_statement.income_loss_from_discontinued_operations_net_of_tax_adjustment_to_prior_year_gain_loss_on_disposal,income_statement.income_loss_from_discontinued_operations_net_of_tax_during_phase_out,income_statement.income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,income_statement.income_loss_from_discontinued_operations_net_of_tax_provision_for_gain_loss_on_disposal,income_statement.income_loss_from_equity_method_investments,income_statement.income_tax_expense_benefit,income_statement.income_tax_expense_benefit_current,income_statement.income_tax_expense_benefit_deferred,income_statement.interest_and_debt_expense,income_statement.interest_and_dividend_income_operating,income_statement.interest_expense_operating,income_statement.interest_income_expense_after_provision_for_losses,income_statement.interest_income_expense_operating_net,income_statement.noninterest_expense,income_statement.noninterest_income,income_statement.provision_for_loan_lease_and_other_losses,income_statement.net_income_loss,income_statement.net_income_loss_attributable_to_noncontrolling_interest,income_statement.net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_statement.net_income_loss_attributable_to_parent,income_statement.net_income_loss_attributable_to_redeemable_noncontrolling_interest,income_statement.net_income_loss_available_to_common_stockholders_basic,income_statement.participating_securities_distributed_and_undistributed_earnings_loss_basic,income_statement.undistributed_earnings_loss_allocated_to_participating_securities_basic,income_statement.preferred_stock_dividends_and_other_adjustments,income_statement.basic_earnings_per_share,income_statement.diluted_earnings_per_share,income_statement.basic_average_shares,income_statement.diluted_average_shares,income_statement.common_stock_dividends,balance_sheet.assets,balance_sheet.current_assets,balance_sheet.cash,balance_sheet.accounts_receivable,balance_sheet.inventory,balance_sheet.prepaid_expenses,balance_sheet.other_current_assets,balance_sheet.noncurrent_assets,balance_sheet.long_term_investments,balance_sheet.fixed_assets,balance_sheet.intangible_assets,balance_sheet.noncurrent_prepaid_expense,balance_sheet.other_noncurrent_assets,balance_sheet.liabilities,balance_sheet.current_liabilities,balance_sheet.accounts_payable,balance_sheet.interest_payable,balance_sheet.wages,balance_sheet.other_current_liabilities,balance_sheet.noncurrent_liabilities,balance_sheet.long_term_debt,balance_sheet.other_noncurrent_liabilities,balance_sheet.commitments_and_contingencies,balance_sheet.redeemable_noncontrolling_interest,balance_sheet.redeemable_noncontrolling_interest_common,balance_sheet.redeemable_noncontrolling_interest_other,balance_sheet.redeemable_noncontrolling_interest_preferred,balance_sheet.equity,balance_sheet.equity_attributable_to_noncontrolling_interest,balance_sheet.equity_attributable_to_parent,balance_sheet.temporary_equity,balance_sheet.temporary_equity_attributable_to_parent,balance_sheet.liabilities_and_equity,comprehensive_income.comprehensive_income_loss,comprehensive_income.comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income.comprehensive_income_loss_attributable_to_parent,comprehensive_income.other_comprehensive_income_loss,comprehensive_income.other_comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income.other_comprehensive_income_loss_attributable_to_parent,cash_flow_statement.net_cash_flow_from_operating_activities,cash_flow_statement.net_cash_flow_from_operating_activities_continuing,cash_flow_statement.net_cash_flow_from_operating_activities_discontinued,cash_flow_statement.net_cash_flow_from_investing_activities,cash_flow_statement.net_cash_flow_from_investing_activities_continuing,cash_flow_statement.net_cash_flow_from_investing_activities_discontinued,cash_flow_statement.net_cash_flow_from_financing_activities,cash_flow_statement.net_cash_flow_from_financing_activities_continuing,cash_flow_statement.net_cash_flow_from_financing_activities_discontinued,cash_flow_statement.exchange_gains_losses,cash_flow_statement.net_cash_flow,cash_flow_statement.net_cash_flow_continuing,cash_flow_statement.net_cash_flow_discontinued
CTXR,2025-05-14,2025,Q2,2025-01-01,2025-03-31,https://api.polygon.io/v1/reference/sec/filings/0001213900-25-043360,0,,,,,,,,13413.0,11260678.0,,,3766525.0,7494153.0,-11260678.0,,,-11511505.0,-11247265.0,,,,,,,264240.0,,,,,,,,,,,-11511505.0,-595000,,-11511505.0,,-10916505.0,-595000.0,,-595000.0,-1.27,-1.27,8581207.0,8581207.0,,121481411.0,18374454.0,,,15339253.0,3008791.0,26410.0,103106957.0,,,,,,57905619.0,49876642.0,9368234.0,,3184066.0,37324342.0,8028977.0,,,,,,,,63575792.0,2916380.0,60659412.0,,,121481411.0,-11511505.0,0,-11511505.0,0,,,,,,,,,,,,,,,
CTXR,2024-12-27,2024,FY,2023-10-01,2024-09-30,https://api.polygon.io/v1/reference/sec/filings/0001213900-24-113149,0,,,,,,,,3145842.0,41995681.0,,,11906601.0,30089080.0,-41995681.0,,,-39425839.0,-38849839.0,,,,,,,576000.0,,576000.0,,,,,,,,,-39425839.0,-287000,,-40186151.0,,-40186151.0,0.0,,0.0,-5.97,-5.97,6726999.0,6726999.0,,116651751.0,14220646.0,,,,2700000.0,11520646.0,102431105.0,,,,,,42549921.0,35814803.0,4927211.0,,2229018.0,28658574.0,6735118.0,,,,,,,,74101830.0,4024380.0,70077450.0,,,116651751.0,-39425839.0,0,-39425839.0,0,,,-28201375.0,-28201375.0,,-5000000.0,-5000000.0,,9972327.0,9972327.0,,,-23229048.0,-23229048.0,
CTXR,2024-08-12,2024,Q3,2024-04-01,2024-06-30,https://api.polygon.io/v1/reference/sec/filings/0001213900-24-067732,0,,,,,,,,204843.0,10634179.0,,,2763865.0,7870314.0,-10634179.0,,,-10573336.0,-10429336.0,,,,,,,144000.0,,144000.0,,,,,,,,,-10573336.0,0,,-10573336.0,,-10894895.0,321559.0,,321559.0,,,173856960.0,173856960.0,,97090579.0,28005789.0,,,,10094597.0,17911192.0,69084790.0,,,,,,10806300.0,4152070.0,1663336.0,,1702668.0,786066.0,6654230.0,,,,,,,,86284279.0,600380.0,85683899.0,,,97090579.0,-10573336.0,0,-10573336.0,0,,,-8367366.0,-8367366.0,,,,,,,,,13921321.0,13921321.0,
CTXR,2024-05-14,2024,Q2,2024-01-01,2024-03-31,https://api.polygon.io/v1/reference/sec/filings/0001213900-24-042920,0,,,,,,,,2570047.0,10970201.0,,,3605898.0,7364303.0,-10970201.0,,,-8544154.0,-8400154.0,,,,,,,144000.0,,144000.0,,,,,,,,,-8544154.0,0,,-8544154.0,,-8544154.0,0.0,,0.0,,,159072239.0,159072239.0,,90711369.0,21573731.0,,,,9014124.0,12559607.0,69137638.0,,275.0,,,69137363.0,10744418.0,4173520.0,2669507.0,,1123076.0,380937.0,0.0,,,,,,,,79966951.0,600380.0,79366571.0,,,90711369.0,-8544154.0,0,-8544154.0,0,,,-7786011.0,-7786011.0,,,,,,,,,-7786011.0,-7786011.0,
CTXR,2024-02-14,2024,Q1,2023-10-01,2023-12-31,https://api.polygon.io/v1/reference/sec/filings/0001213900-24-014096,0,,,,,,,,253638.0,9340823.0,,,2621910.0,6718913.0,-9340823.0,,,-9231185.0,-9087185.0,,,,,,,144000.0,,144000.0,,,,,,,,,-9231185.0,0,,-9231185.0,,-9231185.0,0.0,,0.0,,,158955935.0,158955935.0,,97399822.0,28210114.0,,,,7864496.0,20345618.0,69189708.0,,854.0,,,69188854.0,12065188.0,5578819.0,2647251.0,,2430671.0,500897.0,0.0,,,,,,,,85334634.0,600380.0,84734254.0,,,97399822.0,-9231185.0,0,-9231185.0,0,,,-6135310.0,-6135310.0,,,,,,,,,-6135310.0,-6135310.0,
CTXR,2023-12-29,2023,FY,2022-10-01,2023-09-30,https://api.polygon.io/v1/reference/sec/filings/0001213900-23-099889,0,,,,,,,,4765106.0,36732018.0,,,14819729.0,21912289.0,-36732018.0,,,-32542912.0,-31966912.0,,,,,,,576000.0,,576000.0,,,,,,,,,-32542912.0,0,,-32542912.0,,-33694120.0,1151208.0,,1151208.0,,,151294729.0,151294729.0,,103611150.0,34370434.0,,,,7889506.0,26480928.0,69240716.0,,1432.0,,,69239284.0,12179662.0,5778997.0,2927334.0,,2156983.0,694680.0,6400665.0,,,,,,,,91431488.0,600380.0,90831108.0,,,103611150.0,-32542912.0,0,-32542912.0,0,,,-29060212.0,-29060212.0,,15230762.0,15230762.0,,13829450.0,13829450.0,,,0.0,0.0,
CTXR,2023-08-14,2023,Q3,2023-04-01,2023-06-30,https://api.polygon.io/v1/reference/sec/filings/0001213900-23-067024,0,,,,,,,,,8672112.0,,,3764675.0,4907437.0,-8672112.0,,,-8479332.0,-8335332.0,,,,,,,144000.0,,144000.0,,,,,,,,,-8479332.0,0,,-8479332.0,,-8479332.0,0.0,,0.0,-0.06,-0.06,153775380.0,153775380.0,,110404835.0,41114150.0,,,,7832320.0,33281830.0,69290685.0,,2010.0,,,69288675.0,12104668.0,5790857.0,3079667.0,,1605445.0,1105745.0,6313811.0,,,,,,,,98300167.0,600380.0,97699787.0,,,110404835.0,-8479332.0,0,-8479332.0,0,,,-9582562.0,-9582562.0,,-4216308.0,-4216308.0,,13798870.0,13798870.0,,,0.0,0.0,
CTXR,2023-05-12,2023,Q2,2023-01-01,2023-03-31,https://api.polygon.io/v1/reference/sec/filings/0001213900-23-039031,0,,,,,,,,,10685300.0,,,4726855.0,5958445.0,-10685300.0,,,-10526025.0,-10382025.0,,,,,,,144000.0,,144000.0,,,,,,,,,-10526025.0,0,,-10526025.0,,-10526025.0,0.0,,0.0,-0.07,-0.07,146251945.0,146251945.0,,104240826.0,34901124.0,,,,5835602.0,29065522.0,69339702.0,,2639.0,,,69337063.0,12434308.0,6209677.0,2725593.0,,1025777.0,2458307.0,0.0,,,,,,,,91806518.0,600380.0,91206138.0,,,104240826.0,-10526025.0,0,-10526025.0,0,,,-7852996.0,-7852996.0,,,,,,,,,4824439.0,4824439.0,
CTXR,2023-02-10,2023,Q1,2022-10-01,2022-12-31,https://api.polygon.io/v1/reference/sec/filings/0001213900-23-010315,0,,,,,,,,,7249883.0,,,3445515.0,3804368.0,-7249883.0,,,-3593645.0,-3449645.0,,,,,,,144000.0,,144000.0,,,,,,,,,-3593645.0,0,,-3593645.0,,-3593645.0,0.0,,0.0,-0.02,-0.02,146211130.0,146211130.0,,111705221.0,42317376.0,,,,5430125.0,36887251.0,69387845.0,,3370.0,,,69384475.0,10671540.0,4537172.0,1537578.0,,2107014.0,892580.0,0.0,,,,,,,,101033681.0,600380.0,100433301.0,,,111705221.0,-3593645.0,0,-3593645.0,0,,,-4824439.0,-4824439.0,,,,,,,,,-4824439.0,-4824439.0,
CTXR,2022-12-22,2022,FY,2021-10-01,2022-09-30,https://api.polygon.io/v1/reference/sec/filings/0001213900-22-082217,0,,,,,,,,,33316045.0,,,17655482.0,15660563.0,-33316045.0,,,-33640646.0,-33064646.0,,,,,,,576000.0,,576000.0,,,,,,,,,-33640646.0,0,,-33640646.0,,-33640646.0,0.0,,0.0,-0.23,-0.23,146082399.0,146082399.0,,113999302.0,44564270.0,,,,2852580.0,41711690.0,69435032.0,,4100.0,,,69430932.0,10573057.0,4530012.0,1165378.0,,1762251.0,1602383.0,6043045.0,,,,,,,,103426245.0,600380.0,102825865.0,,,113999302.0,-33640646.0,0,-33640646.0,0,,,-28361256.0,-28361256.0,,,,,,,,,-28361256.0,-28361256.0,
